State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Student Count,Percent Proficient - All,Count - Native American,Percent Proficient - Native American,Count - Asian/Pacific Islander,Percent Proficient - Asian/Pacific Islander,Count-Black,Percent Proficient - Black,Count - Hispanic,Percent Proficient - Hispanic,Count - Two or More Races,Percent Proficient - Two or More Races,Count - White,Percent Proficient - White,Count - Female,Percent Proficient - Female,Count - Male,Percent Proficient - Male,Count - Disabilities,Percent Proficient - Disabilities,Count - Economically Disadvantaged,Percent Proficient - Economically Disadvantaged,Count - Limited English,Percent Proficient - Limited English,Count - Homeless,Percent Proficient - Homeless,Count - Migrant Students,Percent Proficient - Migrant
IOWA,19,1922530,Perry Comm School District,192253000051,Perry Elementary,408,72,2,PS,2,PS,12,LT50,199,60-64,0,n/a,193,80-84,202,70-74,206,70-74,47,30-39,310,66,91,45-49,0,n/a,24,40-59
IOWA,19,1922530,Perry Comm School District,192253001355,Perry High School,124,65-69,1,PS,2,PS,1,PS,52,50-59,0,n/a,68,75-79,58,60-69,66,65-69,20,21-39,73,60-64,5,PS,0,n/a,5,PS
IOWA,19,1922530,Perry Comm School District,192253001356,Perry Middle School,417,65,1,PS,2,PS,8,LT50,189,55-59,0,n/a,217,70-74,189,60-64,228,65-69,63,14-Oct,289,55-59,47,19-Nov,0,n/a,26,40-59
IOWA,19,1929010,Van Meter Comm School District,192901001671,Van Meter Elementary School,189,80-84,0,n/a,1,PS,1,PS,2,PS,0,n/a,185,80-84,100,85-89,89,75-79,12,LT50,22,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1929010,Van Meter Comm School District,192901001672,Van Meter Jr-Sr High School,156,75-79,0,n/a,1,PS,1,PS,2,PS,0,n/a,152,75-79,74,80-84,82,70-74,9,LT50,26,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051000699,Brookview Elementary,285,89,0,n/a,21,GE80,10,GE50,5,PS,6,GE50,243,90-94,157,85-89,128,85-89,20,60-79,41,60-69,14,GE50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051000299,Eason Elementary,309,93,1,PS,16,GE80,6,GE50,7,GE50,3,PS,276,90-94,157,GE95,152,90-94,27,40-59,13,GE50,6,GE50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051001503,Maple Grove Elementary,245,87,0,n/a,7,GE50,19,60-79,10,GE50,20,GE80,189,85-89,134,85-89,111,85-89,31,50-59,54,70-79,7,GE50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051002130,Shuler Elementary,245,91,1,PS,18,GE80,2,PS,4,PS,6,GE50,214,90-94,113,90-94,132,85-89,19,40-59,10,GE50,3,PS,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051000958,Walnut Hills Elementary,247,94,1,PS,9,GE50,4,PS,8,GE50,4,PS,221,90-94,109,GE95,138,90-94,21,60-79,22,60-79,6,GE50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051001742,Waukee Elementary School,375,85,0,n/a,7,GE50,6,GE50,19,60-79,4,PS,339,87,182,85-89,193,80-84,57,40-49,83,65-69,6,LT50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051001743,Waukee Middle School,747,84,3,PS,24,GE80,16,60-79,29,60-79,19,60-79,656,85,369,86,378,83,67,40-44,93,70-74,14,LT50,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051001744,Waukee Senior High School,309,87,0,n/a,0,n/a,8,GE50,10,GE50,7,GE50,284,85-89,156,90-94,153,80-84,22,40-59,40,60-69,4,PS,0,n/a,0,n/a
IOWA,19,1930510,Waukee Comm School District,193051002116,Waukee South MS,742,86,4,PS,25,GE80,35,70-79,26,60-79,16,GE80,636,87,350,91,392,82,66,35-39,100,70-74,11,LT50,0,n/a,0,n/a
IOWA,19,1932010,Woodward-Granger Comm School District,193201002079,Woodward Academy,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1932010,Woodward-Granger Comm School District,193201001867,Woodward-Granger Elementary School,151,85-89,1,PS,0,n/a,2,PS,4,PS,1,PS,143,90-94,78,90-94,73,85-89,10,GE50,44,70-79,2,PS,0,n/a,0,n/a
IOWA,19,1932010,Woodward-Granger Comm School District,193201000434,Woodward-Granger Grandwood,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1932010,Woodward-Granger Comm School District,193201001868,Woodward-Granger High School,47,70-79,0,n/a,1,PS,0,n/a,0,n/a,2,PS,44,70-79,24,60-79,23,60-79,4,PS,9,GE50,1,PS,0,n/a,0,n/a
IOWA,19,1932010,Woodward-Granger Comm School District,193201001866,Woodward-Granger Middle School,171,70-74,0,n/a,0,n/a,1,PS,1,PS,2,PS,167,70-74,87,75-79,84,65-69,20,LE20,36,50-59,3,PS,0,n/a,0,n/a
IOWA,19,1908610,Davis County Comm School District,190861000492,Davis County Community High School,96,80-84,0,n/a,0,n/a,0,n/a,1,PS,2,PS,93,80-84,44,GE90,52,60-69,11,LT50,31,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1908610,Davis County Comm School District,190861000059,Davis County Elementary,179,80-84,1,PS,0,n/a,1,PS,3,PS,5,PS,169,80-84,87,85-89,92,75-79,18,21-39,88,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908610,Davis County Comm School District,190861000493,Davis County Middle School,372,80,3,PS,0,n/a,1,PS,8,GE50,5,PS,355,80,197,85-89,175,70-74,30,21-39,159,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908610,Davis County Comm School District,190861000959,Flex Ed High School,3,PS,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,3,PS,2,PS,1,PS,1,PS,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1906900,Central Decatur Comm School District,190690000297,Central Decatur MS/Sr High School,213,73,2,PS,2,PS,0,n/a,3,PS,2,PS,204,70-74,113,75-79,100,65-69,37,20-29,125,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906900,Central Decatur Comm School District,190690000816,North Elementary School,122,80-84,0,n/a,0,n/a,0,n/a,1,PS,1,PS,120,80-84,54,80-89,68,80-84,19,40-59,82,80-84,0,n/a,0,n/a,0,n/a
IOWA,19,1916320,Lamoni Comm School District,191632000974,Lamoni Elementary School,73,60-64,0,n/a,0,n/a,2,PS,3,PS,2,PS,66,55-59,40,60-69,33,60-69,13,LT50,49,50-59,3,PS,0,n/a,0,n/a
IOWA,19,1916320,Lamoni Comm School District,191632000975,Lamoni High School,24,60-79,1,PS,0,n/a,0,n/a,1,PS,2,PS,20,GE80,13,GE50,11,GE50,4,PS,10,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1916320,Lamoni Comm School District,191632002019,Lamoni Middle School,58,60-69,0,n/a,2,PS,1,PS,3,PS,3,PS,49,60-69,28,60-79,30,60-79,14,LT50,32,60-69,3,PS,0,n/a,0,n/a
IOWA,19,1910500,Edgewood-Colesburg Comm School District,191050000669,Edgewood-Colesburg Elementary School,152,80-84,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,151,80-84,82,85-89,70,70-74,9,LT50,66,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1910500,Edgewood-Colesburg Comm School District,191050000670,Edgewood-Colesburg High School,143,65-69,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,142,65-69,74,70-74,69,60-64,7,LT50,57,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1918540,Maquoketa Valley Comm School District,191854001064,Delhi Elementary School,70,80-84,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,69,80-84,33,80-89,37,70-79,7,LT50,26,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918540,Maquoketa Valley Comm School District,191854001065,Earlville Elementary School,41,GE90,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,40,GE90,24,GE80,17,GE80,2,PS,11,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1918540,Maquoketa Valley Comm School District,191854001066,Johnston Elementary School,32,GE90,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,32,GE90,16,GE80,16,GE80,3,PS,16,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1918540,Maquoketa Valley Comm School District,191854000725,Maquoketa Valley Middle School,152,80-84,0,n/a,0,n/a,1,PS,1,PS,0,n/a,150,85-89,84,85-89,68,75-79,14,LT50,54,80-89,3,PS,0,n/a,0,n/a
IOWA,19,1918540,Maquoketa Valley Comm School District,191854001067,Maquoketa Valley Senior High School,64,75-79,0,n/a,0,n/a,1,PS,0,n/a,0,n/a,63,75-79,29,60-79,35,80-89,7,LT50,16,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1930900,West Delaware County Comm School District,193090001782,Lambert Elementary School,195,80-84,2,PS,1,PS,5,PS,0,n/a,0,n/a,187,80-84,83,85-89,112,75-79,35,40-49,88,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1930900,West Delaware County Comm School District,193090001786,West Delaware High School,134,90-94,0,n/a,1,PS,0,n/a,0,n/a,0,n/a,133,90-94,72,90-94,62,90-94,10,GE50,26,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1930900,West Delaware County Comm School District,193090001787,West Delaware Middle School,470,76,1,PS,2,PS,2,PS,0,n/a,1,PS,464,76,242,75-79,228,75-79,62,25-29,151,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000191,Aldo Leopold Middle School,431,62,1,PS,3,PS,77,35-39,25,40-59,17,60-79,308,69,203,65-69,228,60-64,102,15-19,265,50-54,3,PS,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000180,Black Hawk Elementary School,192,75-79,1,PS,1,PS,29,21-39,5,PS,10,GE50,146,85-89,103,80-84,89,70-74,21,60-79,88,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579001974,Burlington Alternative School,21,40-59,0,n/a,0,n/a,3,PS,1,PS,0,n/a,17,40-59,11,LT50,10,GE50,3,PS,18,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000181,Burlington Community High School,232,79,0,n/a,3,PS,19,40-59,11,GE50,8,GE50,191,80-84,106,85-89,126,70-74,31,20-29,94,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000183,Corse Elementary School,159,80-84,0,n/a,1,PS,18,60-79,6,GE50,8,GE50,126,80-84,81,80-84,78,80-84,34,60-69,102,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000186,James Madison Middle School,444,66,2,PS,6,GE50,49,20-29,17,40-59,29,60-79,341,73,219,70-74,225,60-64,67,20-24,228,50-54,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000187,James Wilson Grimes School,192,75-79,0,n/a,1,PS,32,50-59,13,GE50,10,GE50,136,80-84,90,75-79,102,75-79,31,20-29,133,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000190,North Hill Elementary School,188,65-69,0,n/a,0,n/a,27,40-59,18,60-79,17,60-79,126,70-74,90,75-79,98,60-64,36,20-29,145,65-69,6,LT50,0,n/a,0,n/a
IOWA,19,1905790,Burlington Comm School District,190579000194,Sunnyside Elementary School,204,79,0,n/a,2,PS,23,40-59,9,GE50,14,GE50,156,80-84,102,75-79,102,80-84,41,60-69,104,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1908550,Danville Comm School District,190855000454,Danville Elementary School,175,75-79,0,n/a,0,n/a,1,PS,6,GE50,12,GE50,156,80-84,89,80-84,86,70-74,20,40-59,52,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908550,Danville Comm School District,190855000455,Danville Junior-Senior High School,150,70-74,0,n/a,0,n/a,0,n/a,6,GE50,4,PS,140,70-74,68,75-79,82,65-69,17,21-39,44,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1918930,Mediapolis Comm School District,191893001117,Mediapolis Elementary School,162,85-89,0,n/a,0,n/a,1,PS,7,GE50,0,n/a,154,85-89,68,85-89,94,85-89,31,50-59,54,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918930,Mediapolis Comm School District,191893001118,Mediapolis High School,79,80-84,0,n/a,0,n/a,1,PS,0,n/a,0,n/a,78,80-84,37,GE90,42,70-79,10,LT50,16,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918930,Mediapolis Comm School District,191893001119,Middle School,206,84,0,n/a,2,PS,0,n/a,3,PS,1,PS,200,85-89,103,85-89,103,80-84,39,40-49,61,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1930780,West Burlington Ind School District,193078001775,West Burlington Elem School,215,73,0,n/a,9,GE50,18,60-79,9,LT50,10,GE50,169,75-79,102,75-79,113,70-74,37,50-59,111,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1930780,West Burlington Ind School District,193078001776,West Burlington High School,49,80-89,0,n/a,0,n/a,0,n/a,1,PS,4,PS,44,80-89,30,GE80,19,60-79,3,PS,16,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1930780,West Burlington Ind School District,193078001777,West Burlington Junior High School,119,70-74,1,PS,2,PS,11,GE50,8,GE50,6,LT50,91,70-74,67,75-79,52,60-69,11,LT50,60,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1916140,Harris-Lake Park Comm School District,191614000966,Harris-Lake Park Elementary School,66,GE95,0,n/a,0,n/a,3,PS,2,PS,0,n/a,61,GE95,32,GE90,34,GE90,6,GE50,22,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1916140,Harris-Lake Park Comm School District,191614000967,Harris-Lake Park High School,78,80-84,0,n/a,2,PS,1,PS,2,PS,0,n/a,73,80-84,39,GE90,39,70-79,14,LT50,24,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1900021,Okoboji Comm School District,190002102004,Okoboji Elementary School,131,90-94,0,n/a,3,PS,1,PS,1,PS,6,GE50,120,90-94,63,90-94,68,90-94,29,60-79,46,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1900021,Okoboji Comm School District,190002102002,Okoboji High School,56,70-79,0,n/a,1,PS,0,n/a,1,PS,0,n/a,54,70-79,27,GE80,29,60-79,7,LT50,16,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1900021,Okoboji Comm School District,190002102003,Okoboji Middle School,236,83,0,n/a,2,PS,0,n/a,1,PS,3,PS,230,80-84,114,85-89,122,80-84,39,50-59,70,75-79,2,PS,0,n/a,0,n/a
IOWA,19,1927000,Spirit Lake Comm School District,192700001584,Spirit Lake Elementary School,171,90-94,0,n/a,0,n/a,1,PS,7,GE50,2,PS,161,90-94,84,GE95,87,90-94,21,40-59,44,80-89,1,PS,0,n/a,0,n/a
IOWA,19,1927000,Spirit Lake Comm School District,192700001585,Spirit Lake High School,105,75-79,0,n/a,1,PS,1,PS,1,PS,1,PS,101,75-79,50,70-79,55,70-79,15,LT50,20,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1927000,Spirit Lake Comm School District,192700001905,Spirit Lake Middle School,408,85,0,n/a,4,PS,5,PS,15,GE50,4,PS,380,86,195,85-89,213,80-84,54,50-59,112,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000602,Audubon Elementary School,140,65-69,1,PS,5,PS,25,40-59,6,GE50,18,60-79,85,70-74,59,60-69,81,65-69,55,40-49,115,60-64,6,LT50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000603,Bryant Elementary School,172,90-94,0,n/a,1,PS,3,PS,4,PS,4,PS,160,90-94,79,85-89,93,90-94,21,40-59,54,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948001532,Carver Elementary School,252,89,0,n/a,7,GE50,5,PS,7,GE50,3,PS,230,90-94,142,90-94,110,85-89,34,70-79,61,75-79,3,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000604,Dubuque Senior High School,420,77,1,PS,6,LT50,26,40-59,14,GE50,13,GE50,360,81,195,80-84,225,70-74,67,30-34,160,60-64,7,LT50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000605,Eisenhower Elementary School,288,86,0,n/a,6,GE50,9,LT50,4,PS,10,GE50,259,90-94,138,85-89,150,85-89,49,50-59,79,70-74,2,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000976,Eleanor Roosevelt Middle School,1150,80,2,PS,28,60-79,21,60-79,24,60-79,20,60-79,1055,81,568,84,582,76,166,35-39,254,65-69,8,LT50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000607,Fulton Elementary School,114,60-64,0,n/a,5,PS,19,21-39,6,GE50,3,PS,81,65-69,49,60-69,65,60-64,43,40-49,96,65-69,6,GE50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000620,George Washington Middle School,623,71,1,PS,11,GE50,53,30-39,23,40-59,9,LT50,526,76,317,74,306,69,114,25-29,257,50-54,8,LT50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000608,Hempstead High School,444,78,0,n/a,10,GE50,16,21-39,9,LT50,0,n/a,409,81,208,75-79,236,75-79,66,30-34,94,60-64,4,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000609,Hoover Elementary School,137,85-89,0,n/a,9,GE50,3,PS,4,PS,0,n/a,121,85-89,65,80-84,72,85-89,19,60-79,36,60-69,4,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000610,Irving Elementary School,226,89,0,n/a,2,PS,7,GE50,11,GE50,9,GE50,197,85-89,124,85-89,102,90-94,29,60-79,81,90-94,2,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000613,John Kennedy Elementary School,246,89,0,n/a,10,GE50,1,PS,2,PS,6,GE50,227,90-94,117,85-89,129,90-94,37,50-59,55,80-89,7,GE50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000614,Lincoln Elementary School,136,60-64,0,n/a,4,PS,38,40-49,3,PS,1,PS,90,65-69,72,65-69,64,55-59,37,19-Nov,98,55-59,1,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000615,Marshall Elementary School,118,80-84,0,n/a,0,n/a,7,LT50,1,PS,4,PS,106,80-84,46,80-89,72,80-84,23,40-59,67,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948001456,Prescott Elementary School,117,55-59,0,n/a,8,GE50,37,40-49,12,LT50,9,GE50,51,60-69,48,60-69,69,45-49,47,30-39,101,50-54,13,GE50,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000617,Sageville Elementary School,155,70-74,0,n/a,0,n/a,2,PS,2,PS,4,PS,147,75-79,72,75-79,83,70-74,41,30-39,38,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000619,Table Mound Elementary School,215,86,0,n/a,0,n/a,0,n/a,8,GE50,5,PS,202,85-89,106,90-94,109,75-79,37,50-59,61,85-89,2,PS,0,n/a,0,n/a
IOWA,19,1909480,Dubuque Comm School District,190948000612,Thomas Jefferson Middle School,586,56,1,PS,17,21-39,66,25-29,14,LT50,20,21-39,468,62,289,55-59,297,50-54,122,25-29,316,43,11,LT50,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001823,Bernard Elementary School,55,80-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,55,80-89,31,GE90,24,60-79,12,GE50,22,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001824,Cascade Elementary School,124,80-84,0,n/a,0,n/a,3,PS,6,LT50,1,PS,114,80-84,55,80-89,69,80-84,29,40-59,47,60-69,6,LT50,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001825,Cascade Junior-Senior High School,127,75-79,0,n/a,0,n/a,2,PS,4,PS,0,n/a,121,75-79,62,75-79,65,70-74,19,21-39,37,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001830,Drexler Elementary School,212,85,0,n/a,3,PS,2,PS,7,GE50,5,PS,195,85-89,106,90-94,106,80-84,32,50-59,75,75-79,1,PS,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135000205,Drexler Middle School,502,75,0,n/a,4,PS,6,GE50,3,PS,7,GE50,482,74,241,75-79,261,75-79,69,35-39,142,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001829,Epworth Elementary School,148,80-84,0,n/a,0,n/a,1,PS,2,PS,3,PS,142,80-84,74,80-84,74,80-84,39,50-59,41,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001346,Peosta Elementary School,146,80-84,0,n/a,2,PS,1,PS,3,PS,1,PS,139,80-84,72,85-89,74,80-84,21,40-59,29,40-59,1,PS,0,n/a,0,n/a
IOWA,19,1931350,Western Dubuque Comm School District,193135001832,Western Dubuque High School,174,80-84,0,n/a,1,PS,2,PS,2,PS,1,PS,168,80-84,91,85-89,83,70-74,24,21-39,38,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1903850,Armstrong-Ringsted Comm School District,190385001901,Armstrong-Ringsted Elementary School,45,80-89,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,43,80-89,24,GE80,21,GE80,6,GE50,17,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1903850,Armstrong-Ringsted Comm School District,190385001899,Armstrong-Ringsted MS/High School,121,70-74,2,PS,1,PS,0,n/a,1,PS,0,n/a,117,75-79,56,80-89,65,65-69,19,40-59,38,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1911070,Estherville Lincoln Central Com Sch Dist,191107000685,Estherville Lincoln Central High School,92,70-74,1,PS,0,n/a,0,n/a,12,GE50,0,n/a,79,75-79,48,70-79,44,70-79,11,LT50,36,60-69,3,PS,0,n/a,0,n/a
IOWA,19,1911070,Estherville Lincoln Central Com Sch Dist,191107000686,Estherville Lincoln Central Middle School,377,68,0,n/a,3,PS,3,PS,72,40-44,7,GE50,292,70-74,185,70-74,192,65-69,58,30-39,189,55-59,33,20-29,0,n/a,3,PS
IOWA,19,1911070,Estherville Lincoln Central Com Sch Dist,191107002104,Roosevelt Elementary,180,75-79,2,PS,4,PS,2,PS,23,60-79,4,PS,145,80-84,85,80-84,95,75-79,25,21-39,87,70-74,10,GE50,0,n/a,2,PS
IOWA,19,1900006,North Fayette Comm School District,190000601232,North Fayette High School,67,75-79,0,n/a,2,PS,0,n/a,0,n/a,0,n/a,65,75-79,34,80-89,33,70-79,9,LT50,18,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1900006,North Fayette Comm School District,190000601233,North Middle School,120,80-84,0,n/a,2,PS,0,n/a,4,PS,2,PS,112,80-84,47,70-79,73,80-84,10,LT50,44,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1900006,North Fayette Comm School District,190000601234,West Union  Elementary School,233,85,0,n/a,3,PS,0,n/a,7,GE50,8,GE50,215,85-89,123,85-89,110,85-89,28,60-79,81,80-84,4,PS,0,n/a,0,n/a
IOWA,19,1912330,Garner-Hayfield Comm School District,191233000752,Garner Elementary School,183,85-89,1,PS,0,n/a,2,PS,6,GE50,6,GE50,168,85-89,89,90-94,94,75-79,14,GE50,60,80-89,2,PS,0,n/a,0,n/a
IOWA,19,1912330,Garner-Hayfield Comm School District,191233000753,Garner-Hayfield High School,70,75-79,0,n/a,0,n/a,0,n/a,1,PS,1,PS,68,75-79,42,80-89,28,60-79,8,LT50,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1912330,Garner-Hayfield Comm School District,191233000754,Garner-Hayfield Middle School,191,65-69,0,n/a,0,n/a,3,PS,4,PS,3,PS,181,65-69,91,75-79,100,55-59,19,LE20,65,60-64,2,PS,0,n/a,0,n/a
IOWA,19,1931890,Woden-Crystal Lake Comm School District,193189001860,Woden-Crystal Lake- Titonka High School,21,60-79,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,21,60-79,8,GE50,13,GE50,1,PS,4,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1903060,AGWSR Comm School District,190306000003,AGWSR Elementary School,28,60-79,0,n/a,0,n/a,0,n/a,4,PS,0,n/a,24,60-79,16,GE80,12,GE50,2,PS,15,GE50,3,PS,0,n/a,0,n/a
IOWA,19,1903060,AGWSR Comm School District,190306000004,AGWSR High School,50,70-79,0,n/a,0,n/a,0,n/a,3,PS,0,n/a,47,70-79,26,GE80,24,40-59,6,LT50,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1903060,AGWSR Comm School District,190306000634,AGWSR Middle School,202,84,0,n/a,0,n/a,1,PS,29,GE80,2,PS,170,80-84,93,85-89,109,80-84,28,21-39,73,70-74,5,PS,0,n/a,0,n/a
IOWA,19,1900032,Alden Comm School District,190003201317,Alden Elementary School,164,80-84,0,n/a,3,PS,0,n/a,13,GE50,0,n/a,148,80-84,82,85-89,82,70-74,18,40-59,70,75-79,1,PS,0,n/a,0,n/a
IOWA,19,1910690,Eldora-New Providence Comm School District,191069001912,Eldora-New Providence Elementary School,123,75-79,3,PS,1,PS,0,n/a,2,PS,6,GE50,111,75-79,51,70-79,72,75-79,21,40-59,68,65-69,3,PS,0,n/a,0,n/a
IOWA,19,1910690,Eldora-New Providence Comm School District,191069002048,Eldora-New Providence High School,73,70-74,0,n/a,0,n/a,0,n/a,1,PS,1,PS,71,70-74,40,80-89,33,60-69,13,LT50,33,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1914310,Hubbard-Radcliffe Comm School District,191431002038,Hubbard-Radcliffe Elementary School,68,70-74,0,n/a,1,PS,0,n/a,2,PS,4,PS,61,75-79,37,70-79,31,70-79,8,LT50,41,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1914310,Hubbard-Radcliffe Comm School District,191431001390,South Hardin Middle School,197,75-79,1,PS,0,n/a,1,PS,5,PS,2,PS,188,75-79,97,75-79,100,75-79,34,40-49,86,70-74,3,PS,0,n/a,0,n/a
IOWA,19,1914730,Iowa Falls Comm School District,191473000904,Iowa Falls - Alden High School,96,80-84,1,PS,0,n/a,1,PS,3,PS,0,n/a,91,80-84,41,80-89,55,80-89,11,LT50,29,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1914730,Iowa Falls Comm School District,191473000905,Riverbend Middle School,183,70-74,1,PS,0,n/a,0,n/a,8,GE50,4,PS,170,70-74,89,70-74,94,65-69,29,21-39,82,55-59,0,n/a,0,n/a,0,n/a
IOWA,19,1914730,Iowa Falls Comm School District,191473000907,Rock Run Elementary,250,79,1,PS,3,PS,2,PS,17,40-59,2,PS,225,80-84,141,75-79,109,75-79,44,40-49,108,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1909570,Boyer Valley Comm School District,190957000599,Boyer Valley Elementary School,100,70-74,0,n/a,0,n/a,1,PS,4,PS,3,PS,92,70-74,41,70-79,59,70-79,12,LT50,33,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1909570,Boyer Valley Comm School District,190957000628,Boyer Valley Middle/High School,127,70-74,0,n/a,0,n/a,0,n/a,10,GE50,4,PS,113,65-69,61,70-74,66,70-74,18,21-39,52,60-69,2,PS,0,n/a,0,n/a
