NCES ID,Total Revenue,Revenue Per Student,Federal Total - Rev,Federal PS Rev,Local Total Rev,Local PS Rev,State Total Rev,State PS Rev,Total Exp,Exp PS,Total Current Exp,Current Exp PS,Exp - Instruction,Exp - Instructional PS,"Total Exp Student, Staf","PS Exp, Student, Staff",Total Exp Admin,PS Exp Admin,Total Exp Ops,PS Exp Ops,Total Capital Outlay,PS Cap Outlay,Total Construction Outlay,PS Construction Outlay,Total Non El-Sec Ed,PS Non El-Sec Ed,Total Interest on Debt,PS Interest on Debt
1919860,"$8,478,000 ","$12,884 ","$1,023,000 ","$1,555 ","$4,575,000 ","$6,953 ","$2,880,000 ","$4,377 ","$12,814,000 ","$19,474 ","$6,723,000 ","$10,217 ","$4,223,000 ","$6,418 ","$402,000 ",$611 ,"$769,000 ","$1,169 ","$1,329,000 ","$2,020 ","$5,529,000 ","$8,403 ","$5,308,000 ","$8,067 ",$0 ,$0 ,"$379,000 ",$576 
1915330,"$8,507,000 ","$9,484 ","$540,000 ",$602 ,"$3,856,000 ","$4,299 ","$4,111,000 ","$4,583 ","$8,600,000 ","$9,588 ","$7,341,000 ","$8,184 ","$4,932,000 ","$5,498 ","$328,000 ",$366 ,"$847,000 ",$944 ,"$1,234,000 ","$1,376 ","$639,000 ",$712 ,"$437,000 ",$487 ,"$44,000 ",$49 ,"$158,000 ",$176 
1912330,"$8,508,000 ","$10,556 ","$870,000 ","$1,079 ","$4,150,000 ","$5,149 ","$3,488,000 ","$4,328 ","$7,914,000 ","$9,819 ","$6,831,000 ","$8,475 ","$4,388,000 ","$5,444 ","$458,000 ",$568 ,"$611,000 ",$758 ,"$1,374,000 ","$1,705 ","$729,000 ",$904 ,"$411,000 ",$510 ,"$5,000 ",$6 ,"$22,000 ",$27 
1928230,"$8,542,000 ","$10,840 ","$604,000 ",$766 ,"$4,822,000 ","$6,119 ","$3,116,000 ","$3,954 ","$8,333,000 ","$10,575 ","$6,691,000 ","$8,491 ","$3,914,000 ","$4,967 ","$427,000 ",$542 ,"$826,000 ","$1,048 ","$1,524,000 ","$1,934 ","$921,000 ","$1,169 ","$643,000 ",$816 ,$0 ,$0 ,"$209,000 ",$265 
1921660,"$8,730,000 ","$12,418 ","$628,000 ",$893 ,"$5,185,000 ","$7,376 ","$2,917,000 ","$4,149 ","$8,009,000 ","$11,393 ","$7,000,000 ","$9,957 ","$4,587,000 ","$6,525 ","$368,000 ",$523 ,"$709,000 ","$1,009 ","$1,336,000 ","$1,900 ","$464,000 ",$660 ,"$279,000 ",$397 ,"$25,000 ",$36 ,"$205,000 ",$292 
1926640,"$8,742,000 ","$12,951 ","$815,000 ","$1,207 ","$5,074,000 ","$7,517 ","$2,853,000 ","$4,227 ","$7,381,000 ","$10,935 ","$6,456,000 ","$9,564 ","$4,359,000 ","$6,458 ","$272,000 ",$403 ,"$578,000 ",$856 ,"$1,247,000 ","$1,847 ","$253,000 ",$375 ,"$127,000 ",$188 ,$0 ,$0 ,"$103,000 ",$153 
1910950,"$8,791,000 ","$13,101 ","$744,000 ","$1,109 ","$5,190,000 ","$7,735 ","$2,857,000 ","$4,258 ","$8,170,000 ","$12,176 ","$6,820,000 ","$10,164 ","$4,621,000 ","$6,887 ","$260,000 ",$387 ,"$741,000 ","$1,104 ","$1,198,000 ","$1,785 ","$573,000 ",$854 ,"$573,000 ",$854 ,$0 ,$0 ,"$538,000 ",$802 
1931080,"$8,824,000 ","$9,859 ","$882,000 ",$985 ,"$4,024,000 ","$4,496 ","$3,918,000 ","$4,378 ","$8,938,000 ","$9,987 ","$7,045,000 ","$7,872 ","$4,258,000 ","$4,758 ","$500,000 ",$559 ,"$770,000 ",$860 ,"$1,517,000 ","$1,695 ","$1,274,000 ","$1,423 ","$1,018,000 ","$1,137 ","$1,000 ",$1 ,"$40,000 ",$45 
1900009,"$8,852,000 ","$10,769 ","$789,000 ",$960 ,"$3,881,000 ","$4,721 ","$4,182,000 ","$5,088 ","$7,978,000 ","$9,706 ","$7,169,000 ","$8,721 ","$4,730,000 ","$5,754 ","$174,000 ",$212 ,"$1,017,000 ","$1,237 ","$1,248,000 ","$1,518 ","$104,000 ",$127 ,"$32,000 ",$39 ,$0 ,$0 ,"$335,000 ",$408 
1903060,"$8,897,000 ","$13,583 ","$768,000 ","$1,173 ","$5,586,000 ","$8,528 ","$2,543,000 ","$3,882 ","$7,859,000 ","$11,998 ","$6,161,000 ","$9,406 ","$3,811,000 ","$5,818 ","$315,000 ",$481 ,"$732,000 ","$1,118 ","$1,303,000 ","$1,989 ","$518,000 ",$791 ,"$88,000 ",$134 ,"$249,000 ",$380 ,"$18,000 ",$27 
1900015,"$8,915,000 ","$11,518 ","$881,000 ","$1,138 ","$4,518,000 ","$5,837 ","$3,516,000 ","$4,543 ","$8,597,000 ","$11,107 ","$7,365,000 ","$9,516 ","$4,760,000 ","$6,150 ","$459,000 ",$593 ,"$750,000 ",$969 ,"$1,396,000 ","$1,804 ","$1,038,000 ","$1,341 ","$662,000 ",$855 ,$0 ,$0 ,"$144,000 ",$186 
1928980,"$8,981,000 ","$11,771 ","$1,512,000 ","$1,982 ","$3,999,000 ","$5,241 ","$3,470,000 ","$4,548 ","$8,498,000 ","$11,138 ","$7,322,000 ","$9,596 ","$4,330,000 ","$5,675 ","$355,000 ",$465 ,"$1,013,000 ","$1,328 ","$1,624,000 ","$2,128 ","$493,000 ",$646 ,"$53,000 ",$69 ,"$150,000 ",$197 ,"$29,000 ",$38 
1930750,"$8,998,000 ","$11,304 ","$721,000 ",$906 ,"$5,109,000 ","$6,418 ","$3,168,000 ","$3,980 ","$9,366,000 ","$11,766 ","$7,147,000 ","$8,979 ","$4,531,000 ","$5,692 ","$412,000 ",$518 ,"$939,000 ","$1,180 ","$1,265,000 ","$1,589 ","$1,807,000 ","$2,270 ","$1,419,000 ","$1,783 ",$0 ,$0 ,"$108,000 ",$136 
1918540,"$9,069,000 ","$11,465 ","$887,000 ","$1,121 ","$4,900,000 ","$6,195 ","$3,282,000 ","$4,149 ","$7,922,000 ","$10,015 ","$6,981,000 ","$8,826 ","$4,379,000 ","$5,536 ","$452,000 ",$571 ,"$791,000 ","$1,000 ","$1,359,000 ","$1,718 ","$302,000 ",$382 ,"$50,000 ",$63 ,$0 ,$0 ,"$170,000 ",$215 
1918120,"$9,138,000 ","$10,503 ","$1,088,000 ","$1,251 ","$4,194,000 ","$4,821 ","$3,856,000 ","$4,432 ","$9,248,000 ","$10,630 ","$8,087,000 ","$9,295 ","$5,383,000 ","$6,187 ","$231,000 ",$266 ,"$950,000 ","$1,092 ","$1,523,000 ","$1,751 ","$889,000 ","$1,022 ","$616,000 ",$708 ,"$16,000 ",$18 ,"$15,000 ",$17 
1904680,"$9,140,000 ","$11,718 ","$719,000 ",$922 ,"$5,281,000 ","$6,771 ","$3,140,000 ","$4,026 ","$8,293,000 ","$10,632 ","$6,767,000 ","$8,676 ","$4,542,000 ","$5,823 ","$413,000 ",$529 ,"$666,000 ",$854 ,"$1,146,000 ","$1,469 ","$801,000 ","$1,027 ","$668,000 ",$856 ,"$5,000 ",$6 ,"$235,000 ",$301 
1918930,"$9,141,000 ","$10,987 ","$850,000 ","$1,022 ","$4,535,000 ","$5,451 ","$3,756,000 ","$4,514 ","$8,945,000 ","$10,751 ","$7,388,000 ","$8,880 ","$4,923,000 ","$5,917 ","$444,000 ",$534 ,"$745,000 ",$895 ,"$1,276,000 ","$1,534 ","$1,144,000 ","$1,375 ","$905,000 ","$1,088 ",$0 ,$0 ,$0 ,$0 
1927870,"$9,163,000 ","$11,053 ","$890,000 ","$1,074 ","$4,646,000 ","$5,604 ","$3,627,000 ","$4,375 ","$8,072,000 ","$9,737 ","$7,289,000 ","$8,793 ","$4,639,000 ","$5,596 ","$505,000 ",$609 ,"$795,000 ",$959 ,"$1,350,000 ","$1,628 ","$397,000 ",$479 ,"$172,000 ",$207 ,$0 ,$0 ,"$183,000 ",$221 
1900025,"$9,222,000 ","$11,703 ","$782,000 ",$992 ,"$5,475,000 ","$6,948 ","$2,965,000 ","$3,763 ","$13,823,000 ","$17,542 ","$7,308,000 ","$9,274 ","$4,697,000 ","$5,961 ","$368,000 ",$467 ,"$744,000 ",$944 ,"$1,499,000 ","$1,902 ","$5,600,000 ","$7,107 ","$5,350,000 ","$6,789 ",$0 ,$0 ,"$544,000 ",$690 
1931800,"$9,240,000 ","$11,351 ","$782,000 ",$961 ,"$4,737,000 ","$5,819 ","$3,721,000 ","$4,571 ","$8,618,000 ","$10,587 ","$7,812,000 ","$9,597 ","$4,986,000 ","$6,125 ","$549,000 ",$674 ,"$918,000 ","$1,128 ","$1,359,000 ","$1,670 ","$281,000 ",$345 ,"$153,000 ",$188 ,"$149,000 ",$183 ,"$46,000 ",$57 
1914670,"$9,324,000 ","$10,015 ","$761,000 ",$817 ,"$4,570,000 ","$4,909 ","$3,993,000 ","$4,289 ","$9,072,000 ","$9,744 ","$7,375,000 ","$7,922 ","$4,441,000 ","$4,770 ","$415,000 ",$446 ,"$1,096,000 ","$1,177 ","$1,423,000 ","$1,528 ","$932,000 ","$1,001 ","$531,000 ",$570 ,$0 ,$0 ,"$239,000 ",$257 
1904950,"$9,328,000 ","$12,831 ","$866,000 ","$1,191 ","$5,894,000 ","$8,107 ","$2,568,000 ","$3,532 ","$8,972,000 ","$12,341 ","$7,816,000 ","$10,751 ","$4,584,000 ","$6,305 ","$538,000 ",$740 ,"$914,000 ","$1,257 ","$1,780,000 ","$2,448 ","$659,000 ",$906 ,"$493,000 ",$678 ,$0 ,$0 ,"$40,000 ",$55 
1917820,"$9,431,000 ","$11,658 ","$864,000 ","$1,068 ","$5,154,000 ","$6,371 ","$3,413,000 ","$4,219 ","$13,264,000 ","$16,396 ","$7,964,000 ","$9,844 ","$5,193,000 ","$6,419 ","$588,000 ",$727 ,"$812,000 ","$1,004 ","$1,371,000 ","$1,695 ","$4,868,000 ","$6,017 ","$4,655,000 ","$5,754 ",$0 ,$0 ,"$40,000 ",$49 
1900040,"$9,534,000 ","$12,919 ","$992,000 ","$1,344 ","$5,020,000 ","$6,802 ","$3,522,000 ","$4,772 ","$9,247,000 ","$12,530 ","$7,802,000 ","$10,572 ","$4,817,000 ","$6,527 ","$535,000 ",$725 ,"$879,000 ","$1,191 ","$1,571,000 ","$2,129 ","$837,000 ","$1,134 ","$595,000 ",$806 ,"$5,000 ",$7 ,"$226,000 ",$306 
1931290,"$9,623,000 ","$12,465 ","$1,189,000 ","$1,540 ","$4,635,000 ","$6,004 ","$3,799,000 ","$4,921 ","$7,533,000 ","$9,758 ","$6,617,000 ","$8,571 ","$4,356,000 ","$5,642 ","$345,000 ",$447 ,"$719,000 ",$931 ,"$1,197,000 ","$1,551 ","$261,000 ",$338 ,"$127,000 ",$165 ,"$49,000 ",$63 ,"$139,000 ",$180 
1900006,"$9,910,000 ","$10,565 ","$925,000 ",$986 ,"$4,843,000 ","$5,163 ","$4,142,000 ","$4,416 ","$9,806,000 ","$10,454 ","$8,481,000 ","$9,042 ","$5,585,000 ","$5,954 ","$524,000 ",$559 ,"$818,000 ",$872 ,"$1,554,000 ","$1,657 ","$827,000 ",$882 ,"$242,000 ",$258 ,$0 ,$0 ,"$81,000 ",$86 
1910690,"$9,975,000 ","$15,346 ","$870,000 ","$1,338 ","$5,842,000 ","$8,988 ","$3,263,000 ","$5,020 ","$8,780,000 ","$13,508 ","$7,226,000 ","$11,117 ","$4,601,000 ","$7,078 ","$484,000 ",$745 ,"$606,000 ",$932 ,"$1,535,000 ","$2,362 ","$332,000 ",$511 ,"$128,000 ",$197 ,"$321,000 ",$494 ,"$106,000 ",$163 
1909990,"$10,020,000 ","$11,624 ","$1,151,000 ","$1,335 ","$4,606,000 ","$5,343 ","$4,263,000 ","$4,945 ","$9,043,000 ","$10,491 ","$7,781,000 ","$9,027 ","$5,154,000 ","$5,979 ","$487,000 ",$565 ,"$904,000 ","$1,049 ","$1,236,000 ","$1,434 ","$567,000 ",$658 ,"$458,000 ",$531 ,"$18,000 ",$21 ,"$216,000 ",$251 
1919440,"$10,033,000 ","$10,517 ","$925,000 ",$970 ,"$4,708,000 ","$4,935 ","$4,400,000 ","$4,612 ","$9,349,000 ","$9,800 ","$7,879,000 ","$8,259 ","$4,859,000 ","$5,093 ","$499,000 ",$523 ,"$1,086,000 ","$1,138 ","$1,435,000 ","$1,504 ","$803,000 ",$842 ,"$449,000 ",$471 ,$0 ,$0 ,"$95,000 ",$100 
1918330,"$10,035,000 ","$14,779 ","$577,000 ",$850 ,"$6,863,000 ","$10,108 ","$2,595,000 ","$3,822 ","$9,948,000 ","$14,651 ","$8,648,000 ","$12,736 ","$5,660,000 ","$8,336 ","$448,000 ",$660 ,"$697,000 ","$1,027 ","$1,843,000 ","$2,714 ","$790,000 ","$1,163 ","$309,000 ",$455 ,"$2,000 ",$3 ,"$5,000 ",$7 
1921840,"$10,153,000 ","$10,733 ","$998,000 ","$1,055 ","$4,829,000 ","$5,105 ","$4,326,000 ","$4,573 ","$9,441,000 ","$9,980 ","$8,635,000 ","$9,128 ","$5,809,000 ","$6,141 ","$558,000 ",$590 ,"$914,000 ",$966 ,"$1,354,000 ","$1,431 ","$406,000 ",$429 ,"$253,000 ",$267 ,"$3,000 ",$3 ,"$94,000 ",$99 
1906930,"$10,282,000 ","$11,684 ","$929,000 ","$1,056 ","$5,141,000 ","$5,842 ","$4,212,000 ","$4,786 ","$10,203,000 ","$11,594 ","$8,455,000 ","$9,608 ","$5,779,000 ","$6,567 ","$385,000 ",$438 ,"$791,000 ",$899 ,"$1,500,000 ","$1,705 ","$1,370,000 ","$1,557 ","$1,209,000 ","$1,374 ",$0 ,$0 ,"$66,000 ",$75 
1907380,"$10,290,000 ","$12,610 ","$868,000 ","$1,064 ","$5,695,000 ","$6,979 ","$3,727,000 ","$4,567 ","$9,761,000 ","$11,962 ","$8,829,000 ","$10,820 ","$5,529,000 ","$6,776 ","$623,000 ",$763 ,"$999,000 ","$1,224 ","$1,678,000 ","$2,056 ","$355,000 ",$435 ,"$250,000 ",$306 ,$0 ,$0 ,"$243,000 ",$298 
1917100,"$10,521,000 ","$10,769 ","$982,000 ","$1,005 ","$5,375,000 ","$5,502 ","$4,164,000 ","$4,262 ","$9,578,000 ","$9,803 ","$8,006,000 ","$8,194 ","$5,156,000 ","$5,277 ","$200,000 ",$205 ,"$933,000 ",$955 ,"$1,717,000 ","$1,757 ","$369,000 ",$378 ,"$205,000 ",$210 ,$0 ,$0 ,"$374,000 ",$383 
1903750,"$10,700,000 ","$13,226 ","$2,472,000 ","$3,056 ","$4,821,000 ","$5,959 ","$3,407,000 ","$4,211 ","$12,913,000 ","$15,962 ","$6,781,000 ","$8,382 ","$4,394,000 ","$5,431 ","$230,000 ",$284 ,"$734,000 ",$907 ,"$1,423,000 ","$1,759 ","$4,803,000 ","$5,937 ","$3,924,000 ","$4,850 ",$0 ,$0 ,"$336,000 ",$415 
1919650,"$10,735,000 ","$10,822 ","$976,000 ",$984 ,"$5,388,000 ","$5,431 ","$4,371,000 ","$4,406 ","$10,256,000 ","$10,339 ","$9,466,000 ","$9,542 ","$5,892,000 ","$5,940 ","$964,000 ",$972 ,"$924,000 ",$931 ,"$1,686,000 ","$1,700 ","$355,000 ",$358 ,"$107,000 ",$108 ,"$49,000 ",$49 ,"$157,000 ",$158 
1907170,"$10,758,000 ","$10,424 ","$1,049,000 ","$1,016 ","$4,587,000 ","$4,445 ","$5,122,000 ","$4,963 ","$9,819,000 ","$9,515 ","$9,149,000 ","$8,865 ","$6,319,000 ","$6,123 ","$360,000 ",$349 ,"$1,037,000 ","$1,005 ","$1,433,000 ","$1,389 ","$333,000 ",$323 ,"$70,000 ",$68 ,$0 ,$0 ,"$167,000 ",$162 
1999017,"$10,786,000 ","$10,492 ","$987,000 ",$960 ,"$4,990,000 ","$4,854 ","$4,809,000 ","$4,678 ","$10,519,000 ","$10,232 ","$8,896,000 ","$8,654 ","$6,130,000 ","$5,963 ","$283,000 ",$275 ,"$857,000 ",$834 ,"$1,626,000 ","$1,582 ","$1,166,000 ","$1,134 ","$113,000 ",$110 ,$0 ,$0 ,"$20,000 ",$19 
1924870,"$10,790,000 ","$10,943 ","$978,000 ",$992 ,"$5,597,000 ","$5,676 ","$4,215,000 ","$4,275 ","$9,604,000 ","$9,740 ","$8,660,000 ","$8,783 ","$5,957,000 ","$6,042 ","$562,000 ",$570 ,"$846,000 ",$858 ,"$1,295,000 ","$1,313 ","$479,000 ",$486 ,"$90,000 ",$91 ,"$1,000 ",$1 ,"$109,000 ",$111 
1926070,"$11,008,000 ","$10,931 ","$1,303,000 ","$1,294 ","$5,115,000 ","$5,079 ","$4,590,000 ","$4,558 ","$10,283,000 ","$10,212 ","$9,530,000 ","$9,464 ","$6,324,000 ","$6,280 ","$663,000 ",$658 ,"$965,000 ",$958 ,"$1,578,000 ","$1,567 ","$218,000 ",$216 ,"$107,000 ",$106 ,$0 ,$0 ,"$238,000 ",$236 
1900021,"$11,013,000 ","$11,556 ","$1,089,000 ","$1,143 ","$9,508,000 ","$9,977 ","$416,000 ",$437 ,"$9,825,000 ","$10,310 ","$8,528,000 ","$8,949 ","$5,691,000 ","$5,972 ","$422,000 ",$443 ,"$1,004,000 ","$1,054 ","$1,411,000 ","$1,481 ","$640,000 ",$672 ,"$207,000 ",$217 ,$0 ,$0 ,"$41,000 ",$43 
1906060,"$11,131,000 ","$11,312 ","$960,000 ",$976 ,"$5,991,000 ","$6,088 ","$4,180,000 ","$4,248 ","$10,862,000 ","$11,039 ","$9,281,000 ","$9,432 ","$5,970,000 ","$6,067 ","$553,000 ",$562 ,"$1,307,000 ","$1,328 ","$1,451,000 ","$1,475 ","$1,044,000 ","$1,061 ","$910,000 ",$925 ,$0 ,$0 ,"$126,000 ",$128 
1925980,"$11,287,000 ","$10,205 ","$956,000 ",$864 ,"$5,474,000 ","$4,949 ","$4,857,000 ","$4,392 ","$10,793,000 ","$9,759 ","$8,421,000 ","$7,614 ","$5,785,000 ","$5,231 ","$144,000 ",$130 ,"$889,000 ",$804 ,"$1,603,000 ","$1,449 ","$1,732,000 ","$1,566 ","$1,354,000 ","$1,224 ","$4,000 ",$4 ,"$218,000 ",$197 
1907350,"$11,374,000 ","$11,985 ","$1,341,000 ","$1,413 ","$5,645,000 ","$5,948 ","$4,388,000 ","$4,624 ","$10,354,000 ","$10,910 ","$9,816,000 ","$10,344 ","$6,434,000 ","$6,780 ","$582,000 ",$613 ,"$1,130,000 ","$1,191 ","$1,670,000 ","$1,760 ","$204,000 ",$215 ,"$124,000 ",$131 ,$0 ,$0 ,"$30,000 ",$32 
1920340,"$11,513,000 ","$10,153 ","$1,028,000 ",$907 ,"$6,242,000 ","$5,504 ","$4,243,000 ","$3,742 ","$12,519,000 ","$11,040 ","$9,788,000 ","$8,631 ","$6,537,000 ","$5,765 ","$521,000 ",$459 ,"$1,064,000 ",$938 ,"$1,666,000 ","$1,469 ","$2,139,000 ","$1,886 ","$1,927,000 ","$1,699 ",$0 ,$0 ,"$222,000 ",$196 
1927500,"$11,618,000 ","$11,446 ","$1,144,000 ","$1,127 ","$6,364,000 ","$6,270 ","$4,110,000 ","$4,049 ","$21,825,000 ","$21,502 ","$7,476,000 ","$7,366 ","$4,935,000 ","$4,862 ","$207,000 ",$204 ,"$847,000 ",$834 ,"$1,487,000 ","$1,465 ","$12,507,000 ","$12,322 ","$12,220,000 ","$12,039 ",$0 ,$0 ,"$836,000 ",$824 
1907980,"$11,768,000 ","$11,392 ","$1,543,000 ","$1,494 ","$5,436,000 ","$5,262 ","$4,789,000 ","$4,636 ","$11,315,000 ","$10,954 ","$9,856,000 ","$9,541 ","$6,623,000 ","$6,411 ","$816,000 ",$790 ,"$797,000 ",$772 ,"$1,620,000 ","$1,568 ","$892,000 ",$864 ,"$624,000 ",$604 ,"$39,000 ",$38 ,"$100,000 ",$97 
1931680,"$11,997,000 ","$10,617 ","$1,001,000 ",$886 ,"$6,228,000 ","$5,512 ","$4,768,000 ","$4,219 ","$11,200,000 ","$9,912 ","$9,966,000 ","$8,819 ","$6,791,000 ","$6,010 ","$430,000 ",$381 ,"$876,000 ",$775 ,"$1,869,000 ","$1,654 ","$882,000 ",$781 ,"$641,000 ",$567 ,$0 ,$0 ,"$8,000 ",$7 
1926370,"$12,222,000 ","$12,271 ","$1,073,000 ","$1,077 ","$6,794,000 ","$6,821 ","$4,355,000 ","$4,372 ","$18,411,000 ","$18,485 ","$9,510,000 ","$9,548 ","$6,471,000 ","$6,497 ","$624,000 ",$627 ,"$895,000 ",$899 ,"$1,520,000 ","$1,526 ","$8,162,000 ","$8,195 ","$7,543,000 ","$7,573 ","$20,000 ",$20 ,"$568,000 ",$570 
1903270,"$12,326,000 ","$9,989 ","$1,373,000 ","$1,113 ","$5,122,000 ","$4,151 ","$5,831,000 ","$4,725 ","$12,465,000 ","$10,101 ","$10,459,000 ","$8,476 ","$6,744,000 ","$5,465 ","$623,000 ",$505 ,"$1,154,000 ",$935 ,"$1,938,000 ","$1,571 ","$1,408,000 ","$1,141 ","$981,000 ",$795 ,$0 ,$0 ,"$50,000 ",$41 
1914730,"$12,332,000 ","$11,345 ","$1,138,000 ","$1,047 ","$6,261,000 ","$5,760 ","$4,933,000 ","$4,538 ","$11,418,000 ","$10,504 ","$10,249,000 ","$9,429 ","$6,825,000 ","$6,279 ","$678,000 ",$624 ,"$1,125,000 ","$1,035 ","$1,621,000 ","$1,491 ","$725,000 ",$667 ,"$432,000 ",$397 ,"$12,000 ",$11 ,"$45,000 ",$41 
1908610,"$12,510,000 ","$10,229 ","$1,690,000 ","$1,382 ","$5,317,000 ","$4,348 ","$5,503,000 ","$4,500 ","$17,504,000 ","$14,312 ","$11,256,000 ","$9,204 ","$7,290,000 ","$5,961 ","$431,000 ",$352 ,"$1,411,000 ","$1,154 ","$2,124,000 ","$1,737 ","$5,670,000 ","$4,636 ","$5,522,000 ","$4,515 ",$0 ,$0 ,"$247,000 ",$202 
1932010,"$12,727,000 ","$15,949 ","$1,094,000 ","$1,371 ","$8,108,000 ","$10,160 ","$3,525,000 ","$4,417 ","$12,886,000 ","$16,148 ","$9,835,000 ","$12,325 ","$7,091,000 ","$8,886 ","$484,000 ",$607 ,"$910,000 ","$1,140 ","$1,350,000 ","$1,692 ","$1,954,000 ","$2,449 ","$1,670,000 ","$2,093 ",$0 ,$0 ,"$414,000 ",$519 
1920910,"$12,819,000 ","$10,110 ","$1,152,000 ",$909 ,"$6,521,000 ","$5,143 ","$5,146,000 ","$4,058 ","$11,480,000 ","$9,054 ","$10,085,000 ","$7,953 ","$6,235,000 ","$4,917 ","$897,000 ",$707 ,"$970,000 ",$765 ,"$1,983,000 ","$1,564 ","$771,000 ",$608 ,"$251,000 ",$198 ,"$1,000 ",$1 ,"$114,000 ",$90 
1900022,"$13,093,000 ","$10,301 ","$1,064,000 ",$837 ,"$6,491,000 ","$5,107 ","$5,538,000 ","$4,357 ","$19,026,000 ","$14,969 ","$9,705,000 ","$7,636 ","$5,798,000 ","$4,562 ","$674,000 ",$530 ,"$1,186,000 ",$933 ,"$2,047,000 ","$1,611 ","$7,592,000 ","$5,973 ","$7,438,000 ","$5,852 ",$0 ,$0 ,"$122,000 ",$96 
1915210,"$13,320,000 ","$12,311 ","$1,400,000 ","$1,294 ","$6,904,000 ","$6,381 ","$5,016,000 ","$4,636 ","$12,134,000 ","$11,214 ","$10,608,000 ","$9,804 ","$6,797,000 ","$6,282 ","$533,000 ",$493 ,"$1,182,000 ","$1,092 ","$2,096,000 ","$1,937 ","$1,100,000 ","$1,017 ","$894,000 ",$826 ,"$13,000 ",$12 ,"$140,000 ",$129 
1914370,"$13,377,000 ","$10,762 ","$1,313,000 ","$1,056 ","$7,104,000 ","$5,715 ","$4,960,000 ","$3,990 ","$13,352,000 ","$10,742 ","$11,915,000 ","$9,586 ","$7,475,000 ","$6,014 ","$620,000 ",$499 ,"$2,005,000 ","$1,613 ","$1,815,000 ","$1,460 ","$1,075,000 ",$865 ,"$533,000 ",$429 ,"$4,000 ",$3 ,$0 ,$0 
1920040,"$13,392,000 ","$12,411 ","$1,258,000 ","$1,166 ","$7,198,000 ","$6,671 ","$4,936,000 ","$4,575 ","$12,516,000 ","$11,600 ","$10,514,000 ","$9,744 ","$6,321,000 ","$5,858 ","$1,041,000 ",$965 ,"$1,426,000 ","$1,322 ","$1,726,000 ","$1,600 ","$1,097,000 ","$1,017 ","$786,000 ",$728 ,$0 ,$0 ,"$460,000 ",$426 
1930990,"$13,421,000 ","$10,364 ","$1,603,000 ","$1,238 ","$5,636,000 ","$4,352 ","$6,182,000 ","$4,774 ","$15,752,000 ","$12,164 ","$11,297,000 ","$8,724 ","$7,484,000 ","$5,779 ","$867,000 ",$669 ,"$1,159,000 ",$895 ,"$1,787,000 ","$1,380 ","$3,369,000 ","$2,602 ","$2,804,000 ","$2,165 ",$0 ,$0 ,"$449,000 ",$347 
1905070,"$13,536,000 ","$10,625 ","$1,008,000 ",$791 ,"$6,779,000 ","$5,321 ","$5,749,000 ","$4,513 ","$16,940,000 ","$13,297 ","$9,260,000 ","$7,268 ","$5,860,000 ","$4,600 ","$634,000 ",$498 ,"$1,058,000 ",$830 ,"$1,708,000 ","$1,341 ","$6,867,000 ","$5,390 ","$6,281,000 ","$4,930 ",$0 ,$0 ,"$488,000 ",$383 
1913470,"$13,604,000 ","$10,831 ","$1,470,000 ","$1,170 ","$6,590,000 ","$5,247 ","$5,544,000 ","$4,414 ","$12,372,000 ","$9,850 ","$10,921,000 ","$8,695 ","$7,394,000 ","$5,887 ","$701,000 ",$558 ,"$1,012,000 ",$806 ,"$1,814,000 ","$1,444 ","$704,000 ",$561 ,"$298,000 ",$237 ,$0 ,$0 ,"$319,000 ",$254 
1926580,"$13,917,000 ","$11,107 ","$500,000 ",$399 ,"$8,384,000 ","$6,691 ","$5,033,000 ","$4,017 ","$12,852,000 ","$10,257 ","$9,954,000 ","$7,944 ","$6,367,000 ","$5,081 ","$410,000 ",$327 ,"$1,154,000 ",$921 ,"$2,023,000 ","$1,615 ","$1,832,000 ","$1,462 ","$1,382,000 ","$1,103 ","$287,000 ",$229 ,"$279,000 ",$223 
1911790,"$13,944,000 ","$11,708 ","$1,266,000 ","$1,063 ","$6,082,000 ","$5,107 ","$6,596,000 ","$5,538 ","$12,297,000 ","$10,325 ","$11,240,000 ","$9,437 ","$7,811,000 ","$6,558 ","$592,000 ",$497 ,"$1,031,000 ",$866 ,"$1,806,000 ","$1,516 ","$537,000 ",$451 ,"$153,000 ",$128 ,$0 ,$0 ,"$79,000 ",$66 
1907410,"$14,138,000 ","$10,006 ","$1,658,000 ","$1,173 ","$5,751,000 ","$4,070 ","$6,729,000 ","$4,762 ","$13,156,000 ","$9,311 ","$11,748,000 ","$8,314 ","$7,867,000 ","$5,568 ","$683,000 ",$483 ,"$1,168,000 ",$827 ,"$2,030,000 ","$1,437 ","$521,000 ",$369 ,"$189,000 ",$134 ,$0 ,$0 ,"$135,000 ",$96 
1912510,"$14,423,000 ","$12,487 ","$1,007,000 ",$872 ,"$8,699,000 ","$7,532 ","$4,717,000 ","$4,084 ","$11,978,000 ","$10,371 ","$9,922,000 ","$8,590 ","$6,687,000 ","$5,790 ","$516,000 ",$447 ,"$1,034,000 ",$895 ,"$1,685,000 ","$1,459 ","$600,000 ",$519 ,"$311,000 ",$269 ,"$1,000 ",$1 ,"$431,000 ",$373 
