,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,
,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,
52032,0,0,13,1,3,0,0,0,0,53,0,9,9,0,0,0,37,21,0,0,10,6,14,119,60,0,12,18,14,0,81,0,0,0,4,0,7,0,0,0,0,0,0,5,16,38,22,0,0,0,0,17,14,26,23,9,0,13,85,22,20,32,26,0,0,77,14,1,3,10,F
52033,0,5,51,87,37,0,0,0,0,102,20,22,38,8,0,8,77,52,28,25,0,0,41,321,76,14,13,18,22,28,97,3,0,3,0,0,12,20,15,37,6,0,0,0,17,27,19,61,19,0,20,51,68,31,32,0,0,19,124,132,102,28,11,13,6,134,32,11,26,3,F
52035,0,5,23,0,0,0,0,0,0,10,7,0,3,0,0,7,39,0,0,0,0,0,8,95,24,37,8,0,18,11,59,6,0,0,6,0,6,2,13,0,0,0,0,3,4,8,3,6,0,0,0,42,6,1,0,0,0,9,87,43,13,22,3,9,7,52,5,0,0,0,F
52037,0,10,4,43,5,0,0,0,0,15,23,12,11,0,4,4,42,17,53,5,2,2,7,105,24,32,7,4,11,6,37,11,0,2,0,0,0,7,83,0,10,0,0,1,3,5,13,48,0,11,2,24,29,13,4,10,0,0,53,30,13,23,13,7,6,38,33,4,18,2,F
52038,0,0,6,11,2,0,0,0,15,21,4,14,0,0,0,0,18,2,0,10,0,0,0,30,0,3,1,0,4,2,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,46,4,2,0,0,1,4,3,11,0,0,0,38,0,15,0,0,1,1,33,0,0,2,0,F
52039,0,2,15,1,29,2,0,0,0,6,6,0,16,2,0,0,29,20,5,0,4,0,18,51,33,14,13,4,57,0,28,17,0,3,2,0,0,31,4,0,1,0,0,0,0,4,6,7,5,0,0,6,20,2,9,0,3,4,68,26,15,36,4,21,13,43,0,0,0,0,F
52040,0,26,98,49,60,0,0,20,6,83,91,43,119,0,0,12,121,90,58,41,19,7,30,356,70,30,102,38,195,43,207,41,10,17,22,0,7,36,50,21,0,0,0,20,11,67,46,105,66,0,0,93,100,55,76,7,21,8,325,141,61,57,38,96,95,215,77,9,9,4,F
52041,0,2,74,9,25,0,0,0,2,23,10,28,24,0,0,36,53,16,7,0,0,4,25,162,26,6,8,11,19,10,31,0,0,0,0,0,2,67,32,2,2,0,0,0,20,38,12,25,0,2,4,39,18,59,3,0,3,10,48,39,36,33,7,24,0,33,24,0,0,0,F
52042,0,6,9,3,2,0,0,7,8,21,46,12,9,0,0,0,43,19,35,3,4,7,19,115,25,10,21,13,33,17,50,4,0,0,0,0,7,18,15,2,10,4,5,0,31,13,27,4,3,0,0,27,17,27,25,3,0,2,140,47,10,33,0,22,29,96,6,16,0,0,F
52043,0,17,31,74,21,0,0,0,15,23,24,0,24,2,0,8,69,28,3,30,2,1,3,224,52,24,67,22,27,11,95,26,2,15,32,0,0,30,15,2,11,0,0,0,17,17,8,35,3,0,0,49,20,21,53,0,0,24,122,74,50,68,23,25,13,162,30,8,33,24,F
52044,7,0,0,0,0,0,0,0,0,12,0,0,0,0,2,10,8,0,0,0,0,0,0,32,0,0,0,14,8,0,3,0,0,9,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,9,0,2,7,0,0,0,0,18,15,0,13,0,0,3,1,0,1,1,F
52045,0,4,27,184,0,30,0,0,9,60,35,13,13,7,0,12,45,29,16,15,18,3,18,214,92,17,25,16,42,4,65,11,0,0,0,0,10,73,73,21,4,0,0,3,19,15,22,44,10,0,0,23,29,26,35,14,0,32,152,44,41,54,22,24,3,63,42,0,3,2,F
52046,0,6,61,18,8,3,0,0,0,35,39,24,14,0,0,42,91,54,6,2,11,4,4,161,31,15,31,8,44,16,47,7,0,7,0,0,3,59,20,10,4,0,0,0,31,7,29,19,12,0,38,33,41,21,3,50,0,0,152,30,15,49,0,9,0,104,13,4,15,2,F
52047,0,0,2,0,26,0,0,0,0,2,3,10,0,0,0,0,32,1,0,0,0,10,4,43,13,3,3,0,2,0,55,0,0,2,10,0,0,0,2,0,0,0,0,0,4,10,9,0,0,0,0,12,4,13,0,0,0,11,38,34,3,13,0,4,14,27,5,0,4,0,F
52048,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,33,6,0,0,0,0,0,18,5,0,0,0,2,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,0,0,0,14,7,9,0,0,0,0,32,1,0,0,0,0,0,16,5,0,1,0,F
52049,0,0,17,29,2,4,0,0,12,47,31,3,4,0,0,2,15,12,0,9,0,3,6,135,33,17,16,9,19,9,46,22,4,3,20,0,13,6,40,6,0,0,6,0,7,22,23,10,12,0,0,22,18,0,3,59,0,6,93,24,23,16,8,9,5,64,28,6,36,3,F
52050,0,0,14,0,40,0,0,0,0,3,4,0,0,0,3,8,50,8,2,0,0,5,0,25,14,6,9,0,8,2,14,2,0,0,0,0,11,3,16,0,0,0,0,11,5,7,1,3,0,0,4,27,6,15,6,0,0,1,40,14,5,2,0,0,2,20,3,0,0,0,F
52052,1,0,35,25,21,0,0,0,0,61,33,12,19,0,12,12,54,61,15,12,4,16,16,280,86,29,28,12,62,22,93,47,8,22,16,0,2,40,45,0,0,0,1,0,8,17,56,3,10,0,0,64,51,23,27,0,1,16,292,53,37,70,12,71,3,136,80,21,33,13,F
52053,0,1,17,7,0,0,0,0,0,44,18,2,10,15,0,0,22,8,2,0,0,0,16,108,22,5,0,1,22,9,23,3,0,0,2,0,1,14,4,3,2,0,0,0,0,40,13,39,0,0,0,21,15,6,8,1,0,2,66,9,7,27,1,21,21,30,0,2,0,1,F
52054,0,2,0,4,6,0,0,0,1,22,4,6,8,0,0,0,13,16,0,5,0,13,2,116,14,0,18,20,24,10,34,0,0,9,1,0,0,0,0,0,17,0,0,7,2,4,2,16,0,0,0,35,6,2,3,0,0,2,55,41,7,34,0,15,9,39,6,0,0,3,F
52057,0,39,161,74,17,0,0,0,24,123,146,50,64,0,0,22,171,92,122,10,55,13,43,667,257,58,114,102,129,66,231,83,0,25,26,0,8,165,31,56,7,0,0,58,82,111,77,69,14,0,2,152,172,22,39,41,19,9,444,207,182,215,97,84,51,463,165,19,63,18,F
52060,0,135,135,14,0,13,0,7,39,142,122,31,21,18,0,7,309,107,3,50,9,82,109,566,212,89,131,31,142,57,311,122,30,54,54,0,48,141,110,40,30,0,12,9,172,104,61,79,22,1,88,209,73,85,41,35,25,62,560,271,144,149,62,97,67,516,165,50,29,52,F
52064,7,0,6,9,3,0,0,0,2,9,3,4,7,0,0,3,23,2,30,2,2,7,2,96,31,5,8,0,10,12,46,2,0,0,2,0,2,5,5,0,0,0,0,0,6,5,14,2,4,0,0,35,23,17,0,0,0,7,42,13,33,5,7,2,22,20,8,1,5,0,F
52065,0,0,4,25,2,0,0,0,2,46,27,3,7,2,0,1,24,4,3,12,0,5,2,104,41,1,9,0,12,25,76,3,0,7,0,0,0,12,8,5,2,1,0,0,2,11,12,16,1,0,0,26,20,30,0,0,0,0,63,15,35,33,0,17,2,84,3,9,11,0,F
52066,0,0,13,0,0,0,0,0,0,8,0,0,0,0,2,5,18,0,0,0,0,0,0,21,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,15,0,3,0,0,0,5,4,0,0,0,0,F
52068,0,5,9,21,20,12,0,0,3,34,53,11,59,15,0,4,141,19,87,58,19,11,15,278,67,5,148,84,15,23,97,27,3,20,0,0,16,0,48,16,0,0,0,0,37,27,67,71,21,0,0,39,57,103,70,28,0,0,203,104,47,138,59,6,6,115,22,4,9,18,F
52069,0,12,25,47,4,4,0,0,0,27,26,28,6,0,0,17,22,44,0,0,1,9,3,133,35,16,19,2,30,2,75,0,8,8,0,0,3,10,9,0,10,0,0,0,22,14,11,23,4,0,10,42,52,21,14,6,0,5,125,33,4,21,2,24,3,86,35,10,2,7,F
52070,0,0,24,7,0,0,0,0,7,6,16,10,0,0,0,7,28,24,4,2,5,0,17,94,20,22,7,3,20,12,46,3,3,12,4,0,16,0,15,5,6,0,0,5,15,7,0,4,0,0,6,20,14,0,8,0,4,10,82,24,14,18,17,13,32,59,14,0,0,0,F
52072,0,0,21,0,0,0,0,0,0,34,10,0,0,0,0,0,0,2,2,0,0,8,0,35,9,13,0,2,13,3,10,0,0,0,0,0,0,15,0,5,0,0,0,0,0,2,0,0,0,0,0,12,6,19,0,0,0,7,38,0,3,10,0,10,0,34,0,1,0,1,F
52073,0,0,39,0,0,0,0,0,10,20,4,13,0,3,0,0,35,36,3,18,0,0,0,167,15,2,0,7,48,13,35,5,0,3,0,0,1,32,0,10,0,0,0,0,14,6,16,4,3,0,0,41,29,0,0,0,0,0,90,55,3,10,2,16,19,61,2,0,3,0,F
52074,0,0,0,0,0,0,0,0,1,4,5,2,0,0,0,11,21,4,0,3,0,0,9,22,7,1,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,2,11,8,0,18,1,0,0,32,18,0,13,0,0,0,18,2,0,0,0,F
52076,0,31,27,8,0,6,0,0,0,67,15,9,20,0,0,11,46,16,3,31,6,0,26,191,60,49,30,13,62,6,97,24,0,14,12,0,6,19,15,8,3,0,0,0,51,26,3,16,8,0,10,32,15,8,44,0,0,24,140,107,43,40,16,43,15,103,51,20,14,9,F
52077,0,5,2,0,0,0,0,0,0,2,4,2,0,0,0,2,14,9,0,8,0,3,6,18,6,0,9,0,11,1,37,2,0,0,0,0,0,7,0,2,1,0,0,0,0,3,7,1,0,0,8,4,2,11,2,0,0,0,15,3,5,5,0,0,2,60,3,3,3,1,F
52078,0,5,3,10,0,0,0,0,0,31,8,0,0,0,0,0,33,20,13,2,2,11,0,141,49,2,0,0,10,3,30,3,3,0,0,0,1,37,16,14,3,0,0,4,0,9,2,3,3,0,0,37,22,17,6,1,0,0,105,76,6,2,0,1,3,33,4,0,0,0,F
52079,0,7,33,3,0,0,0,0,0,0,22,4,0,0,0,0,26,3,12,2,0,3,8,77,14,18,21,0,35,0,32,0,0,9,0,0,1,9,3,24,10,0,0,0,10,3,6,0,0,0,0,15,5,0,11,0,3,2,71,20,10,15,0,5,0,38,0,0,0,0,F
52101,28,45,200,986,18,88,0,0,33,160,100,68,181,39,3,29,221,117,67,93,171,29,37,602,341,132,338,210,174,67,374,98,9,166,170,0,60,166,1191,82,50,0,7,0,96,87,85,143,146,0,29,130,76,137,188,137,0,24,637,407,206,306,167,163,93,624,184,24,229,60,F
52132,0,7,38,69,0,0,0,0,9,0,48,37,26,0,0,8,35,24,21,24,12,4,0,156,41,16,23,3,29,6,27,23,0,8,6,0,3,17,47,8,3,0,0,0,13,45,28,43,0,0,0,28,7,8,32,3,3,1,80,48,27,70,8,57,9,57,54,4,0,3,F
52133,0,1,0,2,3,0,0,0,10,25,2,0,0,0,0,0,11,15,6,0,6,0,2,65,6,0,0,0,5,7,22,0,7,0,0,0,0,4,4,5,0,0,0,0,1,25,0,15,7,0,0,0,3,2,0,9,0,6,76,1,0,2,0,2,2,40,1,0,0,0,F
52134,0,0,4,0,0,0,0,0,0,3,7,7,0,0,0,0,14,0,0,0,0,22,4,35,5,0,0,0,9,0,8,14,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,1,23,0,0,0,0,1,27,3,4,2,0,2,2,5,9,0,0,0,F
52135,6,4,0,4,3,0,0,0,3,0,38,3,2,0,0,0,13,11,3,10,0,11,15,41,39,2,3,5,7,27,40,19,0,6,4,0,3,5,23,4,0,0,0,0,0,22,2,3,6,0,2,5,6,17,10,0,9,18,80,14,5,2,0,3,25,46,23,10,0,4,F
52136,1,27,54,56,41,0,0,0,46,102,97,89,18,8,5,1,189,88,21,19,16,14,55,458,145,41,95,71,100,33,180,68,0,26,0,0,32,65,36,65,0,0,0,0,49,109,86,55,28,0,0,59,114,57,68,24,5,29,309,147,73,122,67,116,47,293,111,21,16,35,F
52140,0,0,0,17,0,0,0,0,0,14,8,0,0,0,0,0,33,13,7,8,0,12,12,60,7,0,13,17,17,8,67,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,18,0,0,0,13,2,0,8,0,0,0,86,27,10,16,0,0,0,20,7,0,0,0,F
52141,0,3,26,10,0,0,0,0,1,45,2,9,20,0,0,2,32,10,26,0,2,3,3,136,35,9,20,21,4,9,58,18,0,0,0,0,0,20,28,0,0,0,0,0,8,15,15,20,5,0,0,4,46,2,0,2,0,16,70,49,29,29,10,20,0,79,40,0,0,4,F
52142,0,5,20,287,62,34,0,0,0,21,11,14,12,6,0,0,18,9,0,2,36,0,9,52,44,14,20,28,36,9,48,15,0,20,27,0,8,27,182,13,16,0,0,0,14,2,21,7,0,0,0,4,29,5,41,8,0,0,54,34,16,15,31,12,6,44,26,10,21,19,F
52144,0,5,14,17,2,0,0,0,0,15,5,4,0,0,0,0,17,22,17,3,0,7,0,80,51,26,52,0,18,0,64,2,1,3,6,0,2,5,3,0,0,0,0,0,9,2,1,0,1,0,0,15,23,22,13,17,0,0,114,15,35,47,0,28,8,46,20,0,4,2,F
52146,0,5,40,0,0,0,0,0,25,7,10,38,0,0,0,12,6,0,0,24,0,9,9,102,39,12,28,0,0,11,61,56,3,32,0,0,0,9,0,0,0,0,0,0,18,0,8,0,0,0,0,12,0,0,11,0,13,6,47,51,12,19,8,11,25,49,24,19,2,0,F
52147,0,0,4,15,17,16,0,0,2,44,19,0,0,0,0,0,8,12,4,5,0,3,2,88,31,14,3,11,15,5,58,6,0,2,3,5,0,0,9,0,0,0,0,2,25,20,12,10,0,0,0,8,15,4,11,0,3,0,66,13,12,33,16,13,20,50,28,3,0,3,F
52151,0,43,38,18,11,0,0,0,0,6,8,33,0,0,0,0,62,42,26,17,8,0,23,132,41,29,57,16,11,15,166,14,0,24,2,0,22,11,4,7,0,0,0,0,18,25,6,13,0,0,2,29,81,15,29,7,3,0,144,32,28,21,32,90,15,157,58,17,4,5,F
52154,0,0,21,2,0,0,0,0,0,23,22,8,0,0,0,5,11,10,8,0,0,0,6,85,36,0,24,0,10,13,33,5,0,5,0,0,0,9,6,3,0,0,0,0,4,2,18,0,0,0,0,13,4,0,3,7,0,7,58,33,27,5,2,19,8,43,23,0,12,1,F
52155,0,0,4,0,3,3,0,3,13,40,14,14,6,0,0,5,24,3,18,14,0,0,7,73,6,16,10,2,71,11,42,13,0,0,7,0,5,0,29,14,0,0,15,2,7,12,33,12,9,0,0,21,13,6,0,0,0,12,112,40,6,7,11,23,3,76,5,0,3,0,F
52156,0,14,35,0,2,5,0,0,0,4,10,4,0,0,0,0,17,2,16,2,0,0,2,66,38,3,2,10,2,2,28,4,0,0,12,0,8,19,2,24,0,0,0,0,16,12,11,0,0,0,0,39,4,8,0,2,0,3,22,21,13,12,19,1,4,14,12,0,2,0,F
52157,0,3,9,2,0,11,0,0,9,15,14,26,3,0,7,0,49,20,5,29,14,0,15,176,46,7,39,7,19,4,101,51,10,19,7,0,7,6,18,8,0,0,0,0,21,25,26,4,5,0,8,14,42,51,3,16,2,12,95,73,18,50,17,27,0,102,54,19,35,11,F
52158,0,0,16,7,5,0,0,0,0,3,10,0,5,0,0,1,2,8,12,0,0,0,8,30,6,7,0,0,1,7,10,3,0,0,0,0,0,16,0,6,8,0,0,0,0,4,3,4,0,0,0,0,8,0,1,0,0,0,13,13,5,13,1,1,0,10,0,4,12,0,F
52159,0,21,64,35,1,0,0,0,0,21,65,8,4,4,1,9,74,28,25,43,11,1,19,191,85,26,45,6,30,6,105,37,0,6,0,0,22,20,19,7,0,0,0,3,43,72,45,11,4,0,3,34,46,21,14,0,0,3,156,103,30,30,17,33,14,129,27,8,15,5,F
52160,0,2,6,0,0,0,0,21,0,22,2,7,4,0,0,0,34,23,8,10,0,5,6,57,24,11,7,0,6,3,31,6,0,5,3,0,0,9,0,0,0,0,0,0,0,0,7,3,0,0,0,12,16,13,13,0,0,3,68,27,0,18,2,0,3,44,0,0,2,3,F
52161,0,0,22,28,20,3,0,0,2,14,17,36,12,0,0,3,32,12,17,12,3,4,31,140,33,36,44,19,5,0,71,3,0,7,2,0,3,20,13,0,4,0,0,0,2,8,11,14,3,0,2,33,25,41,26,14,0,0,86,13,48,23,10,13,13,74,16,3,12,6,F
52162,12,4,50,50,0,0,0,44,21,44,56,52,10,0,24,12,70,0,9,50,26,0,14,281,88,0,40,11,29,26,120,17,0,5,13,21,14,8,43,31,4,0,22,7,54,73,67,54,0,25,0,16,66,22,10,8,46,5,193,69,76,103,34,41,11,151,30,16,36,0,F
52163,0,0,2,3,1,0,0,0,0,9,0,19,3,1,0,0,3,13,0,0,0,0,3,26,7,2,3,0,3,0,6,3,0,1,0,0,0,6,13,0,0,0,0,0,3,5,0,7,0,0,0,6,0,2,0,0,0,0,10,9,4,2,0,13,9,22,7,0,2,0,F
52164,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,4,0,0,13,4,1,0,0,7,0,11,11,0,6,0,F
52165,0,0,3,15,18,0,0,19,12,27,13,0,3,0,0,0,45,5,0,2,0,0,3,63,26,12,24,13,4,7,21,21,1,0,11,0,9,15,0,2,4,0,0,0,21,13,17,4,3,0,0,12,3,3,0,11,2,0,40,26,25,10,9,0,25,39,9,2,2,2,F
52166,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,7,2,2,2,3,0,0,F
52168,0,4,3,2,0,0,0,0,2,1,8,0,0,0,0,0,7,0,1,5,0,2,3,12,3,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,6,1,0,0,14,3,0,2,0,2,6,2,0,0,0,0,F
52169,0,9,20,3,0,0,0,0,0,8,3,8,0,0,0,1,15,0,9,23,0,4,11,12,24,5,4,2,0,1,20,5,0,0,0,0,0,0,11,2,0,0,0,0,3,2,2,11,3,0,1,12,15,3,2,0,10,0,7,15,22,2,3,0,8,11,3,0,0,0,F
52170,0,0,2,12,0,0,0,0,5,32,3,20,3,3,0,0,9,9,0,0,0,11,2,52,24,11,0,12,2,5,33,14,0,2,5,0,20,0,19,0,0,0,0,0,33,4,3,16,0,0,0,6,1,6,0,2,0,0,31,24,5,11,2,0,5,10,9,9,26,0,F
52171,0,7,13,5,2,0,0,0,0,23,6,22,5,0,0,0,24,0,7,12,0,0,2,106,36,42,8,0,50,7,35,27,0,2,0,0,0,23,12,8,0,0,0,0,16,0,12,6,0,0,13,1,1,8,3,10,12,7,73,26,28,2,0,11,4,81,8,0,1,0,F
52172,0,8,134,86,10,0,0,0,33,156,25,58,39,0,16,0,121,143,15,61,11,10,96,447,160,80,31,69,73,36,258,55,11,51,18,0,54,43,73,25,25,0,6,21,91,44,98,28,27,20,0,142,58,87,67,12,53,52,413,158,68,79,19,70,44,362,58,26,59,11,F
52175,0,16,43,43,0,0,0,0,22,75,20,23,28,9,5,22,87,78,9,61,21,10,46,294,39,87,49,22,27,13,140,51,4,11,45,0,5,64,66,11,28,0,0,0,9,52,47,43,38,0,0,13,83,33,66,9,0,47,190,129,47,69,27,12,50,200,80,19,68,0,F
52201,3,10,14,12,22,0,0,0,2,11,8,15,11,0,0,6,54,18,10,0,0,7,6,116,37,2,13,12,15,2,37,10,0,0,3,0,0,16,3,9,20,0,0,0,10,12,14,0,11,0,12,17,30,33,10,0,0,0,104,12,34,5,14,10,16,17,3,9,5,0,F
52202,0,0,7,19,11,0,0,0,0,14,2,5,12,0,0,0,37,8,3,6,0,0,0,90,30,15,11,8,6,3,13,9,0,0,13,0,10,7,4,0,7,0,0,10,0,6,2,13,0,0,0,56,21,5,15,2,11,0,60,59,17,19,0,1,0,26,20,0,2,0,F
52203,0,0,35,25,12,0,0,0,0,0,0,14,38,0,0,0,28,20,19,54,25,0,0,82,76,44,81,47,22,9,54,51,0,31,0,0,0,0,57,9,15,0,0,0,0,30,5,0,0,0,0,14,57,19,33,26,3,12,55,75,39,61,22,29,37,92,53,0,18,0,F
52205,15,74,218,90,50,0,0,14,128,267,94,43,24,0,0,67,417,264,86,62,7,41,54,660,289,151,162,80,74,82,275,73,0,38,30,0,12,96,124,10,12,0,0,12,85,161,76,46,21,0,13,136,147,146,79,37,10,109,462,238,77,158,74,39,31,421,103,35,62,29,F
52206,0,0,9,72,5,0,0,0,9,32,38,17,54,5,0,0,66,39,46,47,26,0,0,89,92,19,62,6,8,18,71,2,2,0,3,0,0,22,77,5,4,0,0,0,16,11,45,67,24,0,14,38,57,45,41,8,0,2,104,44,38,47,24,6,7,105,7,0,19,4,F
52207,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,9,3,19,0,0,0,2,6,29,0,0,18,0,9,0,4,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,12,0,10,0,24,14,0,9,0,13,12,10,12,0,2,0,F
52208,0,7,58,66,0,0,0,19,0,45,54,12,29,0,0,5,124,9,5,27,0,9,67,244,85,37,55,6,37,12,195,27,16,15,0,0,0,11,9,0,15,0,13,0,33,19,27,22,0,0,20,49,66,21,43,0,29,38,184,99,24,27,7,84,21,228,79,10,0,7,F
52209,0,0,22,16,0,3,0,9,24,19,18,7,0,0,0,2,29,16,0,15,3,0,6,95,20,28,5,0,5,4,41,0,5,9,0,0,0,3,10,3,3,0,6,5,29,23,22,12,2,0,3,19,0,10,3,0,0,0,53,77,14,4,0,0,6,57,17,2,2,3,F
52210,0,0,0,0,1,0,0,0,0,38,16,33,31,7,0,5,21,0,0,16,0,0,13,37,19,6,0,0,2,5,21,15,5,3,0,0,0,0,0,2,0,0,6,7,40,8,26,10,24,0,0,5,5,4,41,0,0,1,21,11,13,16,2,2,2,33,4,0,0,0,F
52211,0,8,40,22,38,0,0,0,0,81,10,30,79,0,0,11,36,41,20,29,0,22,2,238,107,4,48,16,30,2,95,15,0,52,14,0,9,19,28,3,2,0,0,7,18,35,24,62,7,0,0,65,30,20,26,11,9,9,149,75,39,86,38,45,14,104,68,6,36,3,F
52212,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,2,7,0,12,0,8,6,10,5,0,17,0,1,4,4,11,0,0,0,0,0,1,16,2,0,0,0,0,0,6,8,0,0,0,0,5,0,0,13,0,0,0,5,5,13,12,0,2,2,14,2,9,0,0,F
52213,0,6,25,48,6,8,0,0,2,65,77,38,82,0,0,7,100,55,28,112,41,0,25,233,148,90,98,21,23,18,100,21,3,10,6,0,3,19,58,9,0,0,0,25,40,10,37,30,24,0,0,96,100,54,89,74,0,9,188,160,108,89,32,3,49,126,37,17,26,0,F
52214,0,25,53,19,5,14,0,13,10,49,41,12,7,2,0,11,112,45,90,28,0,0,22,155,131,69,38,20,4,38,108,50,25,2,5,0,0,26,24,7,19,0,13,8,60,27,63,29,0,11,0,50,47,27,37,23,0,17,241,123,56,38,24,6,27,165,28,0,6,0,F
52215,0,3,22,0,10,0,0,20,3,7,13,0,0,0,4,0,21,7,0,0,0,16,4,54,34,14,28,0,2,10,78,0,0,0,10,0,0,7,0,2,0,0,0,0,1,0,11,0,0,3,4,21,7,10,13,0,12,0,65,15,0,12,0,11,0,65,11,0,2,0,F
52216,0,34,48,3,13,0,0,0,0,31,4,4,0,0,0,9,54,3,11,19,7,3,46,87,35,12,11,0,7,4,70,11,0,18,4,0,7,26,3,3,0,0,0,3,13,8,20,20,0,0,0,40,19,22,6,15,2,13,45,57,31,16,0,23,19,50,42,3,11,14,F
52217,0,4,1,1,0,5,0,0,3,2,2,11,2,0,0,0,31,0,0,0,0,3,3,18,30,12,7,0,8,17,14,3,0,0,0,0,8,3,7,3,0,0,0,0,15,3,10,0,0,0,0,25,0,1,9,0,3,5,14,26,15,0,8,21,0,7,18,0,19,0,F
52218,0,3,8,15,13,0,0,0,13,29,17,37,4,0,4,8,45,14,43,8,16,5,36,128,32,8,21,3,18,5,79,36,0,0,5,0,2,9,13,0,0,0,0,0,8,54,40,3,7,0,13,28,43,29,34,0,0,0,100,52,15,10,3,7,4,105,18,4,7,0,F
52219,0,0,6,1,0,0,0,0,0,9,2,0,0,0,0,0,18,5,0,0,0,0,12,14,4,0,0,0,3,2,9,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,5,0,0,0,0,17,2,2,0,0,0,0,17,8,0,0,2,2,4,16,3,0,0,0,F
52220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,32,8,0,13,0,0,0,8,0,0,0,0,F
52221,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,2,4,0,0,0,0,17,0,0,0,0,1,0,15,2,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,9,2,0,0,0,0,0,25,2,0,0,0,2,0,13,2,0,12,0,F
52222,0,15,2,3,0,0,0,0,2,9,16,0,0,0,0,0,13,18,0,10,0,2,19,53,16,6,4,0,2,3,22,6,3,7,2,0,0,10,1,0,1,0,0,1,0,2,11,0,4,0,0,5,5,2,16,0,0,2,45,19,13,5,0,2,0,43,17,4,0,0,F
52223,0,6,37,0,4,0,0,0,0,12,13,0,25,18,0,0,47,17,0,46,0,19,0,115,66,26,43,23,6,4,93,3,0,4,0,0,2,0,33,4,0,0,0,0,2,7,9,36,1,0,3,40,10,15,65,0,0,0,75,96,21,22,17,12,0,69,33,51,4,0,F
52224,0,3,24,11,4,0,0,0,4,45,70,16,11,9,0,0,42,63,39,17,0,0,2,117,81,15,53,6,7,13,112,6,4,26,10,0,12,20,8,20,6,0,0,3,3,102,32,35,0,0,0,22,45,11,54,9,0,0,122,83,52,9,6,2,28,102,39,5,38,4,F
52225,0,0,10,2,0,0,0,0,2,11,8,0,0,0,0,0,20,0,0,0,0,0,7,16,11,5,0,0,0,0,27,16,0,0,0,0,3,2,12,0,0,0,0,0,4,2,9,1,0,0,0,7,2,0,0,0,0,0,37,4,1,2,0,0,0,13,20,0,0,0,F
52227,0,8,30,43,27,6,0,0,0,30,47,11,46,0,0,0,84,68,75,50,18,19,0,75,53,51,64,64,4,0,37,0,0,2,8,0,11,11,15,0,7,0,0,0,0,13,40,65,6,0,0,18,133,69,34,29,0,2,90,64,44,61,7,21,6,51,3,6,6,0,F
