,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,
,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,
50520,0,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,5,2,0,0,0,0,3,40,7,3,0,0,0,1,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,3,0,0,0,8,6,2,0,4,0,0,6,7,0,0,0,F
50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,F
50522,1,4,6,0,0,0,0,0,1,23,17,0,0,0,0,1,27,9,3,3,0,0,0,62,24,14,7,11,6,9,43,5,0,0,0,0,2,0,19,0,0,0,0,7,21,7,3,3,0,0,10,3,9,37,3,9,3,0,62,55,0,11,0,14,9,60,6,0,2,0,F
50523,0,1,13,0,3,0,0,0,0,49,2,5,0,0,0,3,10,0,2,2,4,0,3,29,32,10,43,2,2,0,37,29,0,0,0,0,2,8,8,0,0,0,0,2,8,2,2,0,0,0,0,4,22,0,4,0,0,14,32,19,32,18,2,2,5,42,15,13,2,0,F
50524,0,0,2,6,4,0,0,0,0,1,3,3,0,0,0,0,7,6,11,2,0,4,0,40,24,1,8,3,3,7,54,0,5,0,0,0,14,0,8,0,0,0,0,0,6,1,1,3,0,0,3,8,10,0,0,0,0,0,18,9,38,8,2,0,0,56,3,0,0,0,F
50525,0,38,81,19,54,0,0,0,10,80,61,14,10,0,25,0,29,106,31,9,21,0,15,198,75,45,100,11,25,8,232,54,8,8,0,0,0,26,95,0,0,0,0,21,55,0,24,12,8,34,0,68,7,33,49,12,0,11,280,99,29,82,0,68,31,224,126,11,0,32,F
50527,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,4,0,0,0,0,0,1,14,0,0,0,0,0,19,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,2,0,9,0,2,0,0,0,7,0,0,0,0,0,0,32,14,0,0,0,F
50528,0,3,0,0,0,0,0,0,0,0,2,18,0,0,0,0,7,31,3,0,0,0,14,42,33,6,11,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,0,0,0,3,34,2,1,0,0,0,41,18,0,3,0,0,0,18,3,0,0,0,F
50529,0,0,13,6,7,3,0,0,0,23,18,18,6,0,4,0,6,15,7,3,0,2,11,52,32,11,8,0,16,0,23,2,0,1,0,0,10,9,8,3,11,3,0,0,6,12,26,9,6,3,3,9,15,4,17,0,4,5,52,27,7,4,0,2,8,39,2,0,0,0,F
50530,0,0,16,19,0,0,0,0,6,20,19,49,13,0,0,0,23,22,3,2,3,0,7,45,54,30,13,7,27,3,56,22,0,10,17,0,3,18,14,0,0,0,0,4,31,39,2,26,2,0,0,8,4,16,17,0,3,3,67,30,36,6,14,0,24,102,23,4,24,0,F
50531,0,0,10,4,0,0,0,0,0,0,0,7,0,0,0,6,22,0,0,0,0,4,2,35,8,0,0,0,0,0,10,2,0,5,2,0,0,0,30,0,0,0,0,0,2,7,6,7,0,0,0,22,0,0,0,0,0,2,28,10,2,0,5,0,2,8,3,4,0,0,F
50532,0,13,12,3,24,0,0,0,11,8,8,2,2,0,0,0,52,3,3,0,0,10,0,48,51,15,0,0,2,21,40,20,0,0,0,0,0,9,10,0,1,0,0,0,9,3,8,8,0,0,0,50,26,29,2,5,2,5,53,39,26,26,0,2,13,36,5,10,0,0,F
50533,72,21,0,49,0,0,0,0,14,40,77,0,24,8,52,24,78,34,12,12,23,30,32,290,103,74,48,44,15,26,116,41,0,30,42,0,0,54,61,16,27,0,56,42,18,43,13,9,16,17,70,21,73,11,10,32,4,28,192,161,66,10,31,29,92,195,82,12,34,14,F
50535,0,2,19,16,8,0,0,0,0,20,14,2,0,2,0,2,22,13,7,2,2,3,11,45,33,11,14,2,0,3,37,13,0,9,0,0,4,4,8,0,0,0,0,0,0,3,14,9,0,0,8,9,18,5,13,8,0,3,50,19,20,23,6,0,0,31,5,0,8,3,F
50536,0,0,30,168,25,39,0,1,21,62,61,34,24,0,16,1,62,71,0,26,28,27,35,208,217,85,44,44,59,78,102,61,18,21,8,0,0,57,152,67,8,0,0,9,12,68,76,44,13,0,0,79,30,59,43,13,3,63,227,137,105,89,28,33,64,310,81,31,50,19,F
50538,0,0,14,2,0,0,0,0,5,2,0,6,0,0,0,0,13,0,3,5,0,0,11,45,2,4,17,0,0,10,19,2,1,3,0,0,0,2,98,0,0,0,0,0,10,1,8,0,0,0,0,0,12,0,3,0,0,11,18,24,9,3,8,0,3,33,14,0,10,0,F
50539,0,0,8,5,0,0,0,0,6,6,0,4,4,3,0,0,5,9,27,3,3,1,0,47,10,12,14,5,2,2,37,6,3,0,6,0,0,7,8,0,0,0,0,0,0,10,10,12,3,0,2,4,3,21,4,0,0,0,18,27,20,15,9,3,7,50,9,3,0,3,F
50540,0,0,18,3,3,0,0,9,0,6,19,2,0,0,0,0,8,17,6,7,0,4,0,101,24,13,42,7,2,7,59,7,2,0,4,0,2,0,7,5,3,0,0,0,14,20,2,2,0,0,0,19,9,17,17,0,2,0,80,49,11,20,10,6,1,62,41,10,15,3,F
50541,0,0,12,6,23,0,0,0,0,39,6,15,0,0,0,4,18,5,6,0,0,0,14,70,32,7,18,0,5,12,23,10,2,3,0,0,0,6,14,2,0,0,0,0,34,21,9,5,0,0,0,11,16,2,0,0,0,9,49,34,3,7,5,4,13,58,8,4,0,0,F
50542,0,3,7,8,0,0,0,0,10,22,30,4,4,0,0,0,9,39,0,6,0,3,22,47,72,24,10,0,4,7,70,8,0,5,2,0,0,21,8,0,0,0,0,0,18,18,5,7,0,0,0,17,11,2,8,5,0,0,43,72,43,19,0,0,0,65,27,4,8,15,F
50543,0,28,76,12,12,0,0,0,6,16,8,19,4,6,0,0,50,9,9,22,7,0,20,51,87,46,36,2,11,13,75,34,0,2,16,0,0,13,30,18,7,0,0,0,6,3,17,29,0,2,0,29,26,13,18,3,9,9,93,47,32,61,0,14,21,78,26,0,27,6,F
50544,0,0,13,2,6,0,0,0,1,0,3,9,0,2,0,0,50,2,11,17,0,3,13,17,18,2,11,1,0,2,16,25,0,4,3,0,2,0,9,0,2,0,0,0,4,3,6,4,0,0,0,0,12,6,17,0,0,14,23,30,9,12,0,0,13,13,3,0,2,0,F
50545,0,0,2,3,0,0,0,0,0,8,0,5,0,0,7,0,3,3,0,1,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0,1,0,12,0,7,0,0,0,2,2,38,0,2,0,0,0,0,0,0,0,0,F
50546,0,30,0,0,4,0,0,0,0,12,7,2,9,0,0,7,0,0,1,0,0,0,2,17,31,4,29,0,2,0,18,7,13,0,3,0,0,0,7,0,9,0,0,0,0,12,0,0,0,0,0,0,0,3,8,0,0,0,15,11,18,0,15,7,0,19,8,0,0,14,F
50548,11,68,42,60,0,23,0,0,9,202,57,25,36,6,11,10,122,57,49,56,4,12,86,199,156,71,164,104,53,43,271,88,23,52,25,1,14,18,149,44,18,0,7,1,90,45,40,44,36,6,33,49,42,100,38,54,25,96,170,190,141,137,38,55,93,370,133,42,67,10,F
50551,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,1,10,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,13,0,F
50554,0,14,19,20,3,0,0,0,23,29,21,13,7,10,0,3,11,48,11,8,0,3,22,103,65,28,54,11,5,30,63,30,0,13,3,0,5,17,17,3,6,5,0,4,27,6,15,0,0,10,0,20,31,12,17,0,6,5,66,53,43,39,15,11,12,91,46,15,18,4,F
50556,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,1,0,0,31,37,5,4,0,0,8,13,0,1,0,0,0,0,4,7,0,3,0,0,0,4,0,0,0,0,0,0,9,2,0,1,0,0,0,9,6,5,19,7,2,2,18,5,0,0,0,F
50557,0,8,12,17,3,17,0,0,11,12,0,2,0,0,0,0,22,0,0,12,4,0,0,54,28,49,2,0,3,24,31,11,0,13,9,0,0,4,11,0,0,0,0,0,0,34,0,0,0,0,10,0,3,3,9,0,10,11,41,29,16,5,2,6,3,77,6,13,3,3,F
50558,0,10,0,4,0,0,0,0,1,5,10,21,0,0,1,2,4,21,11,8,0,1,10,38,25,19,2,0,11,8,31,15,0,0,0,0,2,8,0,7,2,0,0,0,6,6,6,9,0,0,0,11,11,4,13,2,0,0,59,24,11,11,0,0,6,44,4,4,10,3,F
50559,0,2,0,3,0,0,0,0,0,0,3,0,2,12,0,0,2,14,2,0,0,0,5,30,9,13,1,3,0,8,19,0,3,2,0,0,0,0,9,0,4,0,0,0,8,0,5,0,0,0,0,2,4,0,0,0,0,0,17,20,10,15,0,0,6,11,7,1,3,4,F
50560,0,0,2,3,0,6,0,1,0,2,3,8,10,0,0,9,5,11,2,0,0,0,1,65,25,6,3,0,5,4,37,6,4,2,0,0,0,12,1,0,0,0,0,12,9,5,4,2,0,0,0,2,17,4,4,2,3,1,20,23,13,3,1,2,3,48,12,5,0,0,F
50561,0,2,2,25,2,3,0,0,2,10,6,0,2,0,0,1,15,0,5,0,0,11,7,18,10,1,36,12,1,2,35,10,0,0,0,0,2,3,0,0,0,0,0,0,0,2,6,13,0,0,0,5,4,7,30,0,0,0,12,11,43,25,3,5,1,47,13,0,9,0,F
50562,0,0,6,9,21,0,0,0,2,4,4,3,11,0,0,0,7,5,10,0,0,0,5,59,19,0,4,2,5,3,36,5,0,0,4,0,0,0,22,0,0,0,0,0,7,0,7,8,0,0,4,5,10,0,2,0,0,12,20,16,21,0,0,3,2,68,6,0,1,0,F
50563,0,10,44,17,1,9,0,0,1,12,7,19,0,0,0,5,25,15,0,50,11,16,3,163,69,67,38,23,11,12,167,39,4,16,35,0,1,10,39,49,9,0,0,8,28,18,21,7,7,0,0,9,47,31,62,6,0,5,142,103,72,54,31,34,0,200,47,13,24,0,F
50565,0,6,0,6,0,0,0,0,8,3,6,0,0,0,0,10,12,10,0,16,0,0,12,52,0,4,13,0,2,3,17,0,0,2,0,0,0,4,2,0,3,0,0,4,0,2,7,0,0,0,5,16,27,6,7,0,0,0,29,15,18,11,0,2,2,15,10,2,1,0,F
50566,0,0,0,7,2,0,0,1,5,1,2,0,0,0,0,0,12,0,0,0,0,0,3,28,5,8,7,0,0,0,31,2,0,1,0,0,9,11,2,0,0,0,0,0,0,5,2,0,0,0,1,2,3,10,0,0,0,0,52,12,15,1,0,0,2,23,17,0,2,0,F
50567,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,2,0,5,0,3,6,21,7,2,8,0,0,0,20,0,0,0,2,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,6,0,0,1,17,5,2,4,0,1,0,17,2,0,2,0,F
50568,0,6,12,5,0,3,0,0,0,18,18,14,8,0,0,26,19,19,14,7,3,3,13,73,62,10,20,9,7,16,34,24,7,7,0,0,13,0,12,0,3,0,0,0,18,29,6,3,3,0,8,17,37,13,20,6,0,8,49,56,29,25,13,3,9,96,28,5,11,8,F
50569,0,0,12,4,0,0,0,0,0,9,25,7,0,0,0,0,5,19,22,10,0,0,14,56,29,47,0,0,2,7,32,9,0,0,0,0,3,4,0,7,0,0,0,0,20,13,13,13,0,0,0,23,16,26,3,0,0,10,63,36,15,4,0,0,31,26,11,0,0,0,F
50570,0,0,0,4,7,0,0,0,0,0,4,2,0,0,0,0,0,4,3,0,0,0,0,31,17,0,3,0,0,0,2,0,0,0,2,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,2,18,17,8,3,0,0,0,0,2,6,0,0,F
50571,0,0,5,3,6,0,0,0,0,0,4,3,0,0,0,0,19,8,0,0,9,0,0,26,10,10,4,0,0,5,20,2,0,2,0,0,0,2,4,3,1,0,0,5,2,7,2,0,0,0,0,9,0,17,0,0,0,2,17,15,14,0,0,0,1,18,11,3,6,0,F
50573,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,2,0,0,1,2,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,3,0,0,0,0,2,4,2,3,0,0,0,4,0,0,0,0,F
50574,0,9,17,21,0,12,0,0,1,54,31,0,11,0,3,0,14,38,16,35,0,0,41,149,78,44,33,24,36,22,122,29,4,31,11,0,6,18,44,0,11,0,0,0,1,66,17,14,6,0,0,21,22,25,20,11,7,13,139,79,28,86,12,47,10,176,34,18,45,9,F
50575,0,7,2,9,8,0,0,0,0,4,13,7,3,0,0,2,29,3,4,7,0,3,3,45,35,3,11,0,9,23,70,27,3,0,13,0,1,1,1,10,0,0,0,0,4,15,11,9,0,0,0,35,14,15,1,0,14,5,26,37,15,13,2,20,27,92,23,6,21,11,F
50576,0,0,0,2,0,0,0,0,0,0,18,21,4,0,0,0,8,2,4,0,0,0,0,41,16,0,42,0,5,7,13,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,33,0,0,0,2,0,6,13,0,5,0,12,3,7,36,0,0,2,11,5,2,0,0,F
50577,0,0,6,20,10,0,0,3,0,1,0,1,2,0,0,2,7,3,2,2,0,0,5,38,8,5,5,0,2,3,19,11,0,5,0,0,0,3,0,2,0,0,0,0,0,2,2,3,2,0,0,1,0,3,4,0,0,2,31,7,4,2,4,0,7,29,9,0,5,0,F
50578,0,0,3,11,0,0,0,0,4,11,9,10,0,0,0,0,10,5,0,7,0,0,3,51,18,10,27,0,2,16,50,15,0,5,0,0,0,0,17,3,0,0,0,0,13,4,0,12,0,0,0,16,0,3,12,0,0,0,32,32,9,25,6,0,6,32,24,9,5,3,F
50579,0,12,72,17,11,5,0,21,13,81,89,5,37,12,0,0,65,131,15,9,0,30,15,175,55,53,81,32,19,13,107,27,29,16,24,0,0,1,0,8,0,0,0,0,24,17,19,23,11,0,0,13,12,81,35,27,0,18,133,70,30,85,14,12,16,192,60,0,45,10,F
50581,0,11,9,14,6,0,0,0,0,21,8,10,0,0,0,0,25,4,5,7,7,7,2,54,27,15,0,9,6,5,35,17,0,3,6,0,2,5,9,6,0,0,0,6,12,16,7,0,6,0,0,34,6,0,10,0,4,1,57,19,9,40,0,0,0,71,21,4,7,0,F
50582,0,0,2,7,0,0,0,0,0,0,8,0,0,0,0,5,5,0,0,0,0,1,0,13,5,3,0,2,0,3,27,2,0,0,1,0,4,2,0,1,0,1,0,0,0,2,0,0,2,0,0,3,3,0,0,0,0,2,15,10,5,0,0,1,0,12,15,0,0,0,F
50583,0,28,25,24,0,0,0,0,8,32,29,11,26,6,6,1,68,24,46,2,19,23,78,167,42,24,24,8,8,33,164,25,0,30,37,0,10,0,34,0,0,0,0,6,23,7,30,18,15,0,20,50,33,24,28,29,10,42,177,77,40,17,13,33,15,194,79,13,60,3,F
50585,0,5,16,0,0,0,0,20,6,11,15,0,4,9,0,0,19,26,19,2,2,6,8,59,20,15,11,2,9,9,64,16,0,3,7,0,15,13,0,0,0,0,0,0,15,22,7,1,0,0,10,5,39,20,2,3,10,0,69,22,5,14,0,1,5,57,25,2,6,0,F
50586,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,3,0,0,0,0,10,25,4,6,0,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,3,1,0,0,0,5,0,7,2,29,0,0,0,0,2,7,0,8,0,F
50588,35,89,175,694,14,42,0,155,258,96,46,24,113,49,99,219,180,40,28,78,82,180,178,326,312,64,265,150,83,38,317,113,15,24,86,0,100,228,538,54,52,0,77,62,108,93,35,146,41,250,122,81,110,23,64,44,124,63,398,290,136,189,174,149,55,426,245,45,111,45,F
50590,0,2,12,0,5,0,0,0,0,8,10,10,2,0,0,0,12,21,0,0,0,0,5,53,23,18,13,2,12,10,47,25,0,2,4,0,10,0,0,0,0,0,0,0,8,25,5,8,0,0,4,3,0,0,22,2,0,8,42,54,18,15,2,3,7,52,35,0,11,0,F
50591,0,3,0,5,0,0,0,0,0,12,2,1,0,0,0,0,31,4,0,0,0,0,0,5,14,0,13,3,0,4,3,2,0,0,14,0,0,2,0,2,3,0,0,0,0,29,0,0,0,0,0,12,8,0,0,0,0,2,7,20,2,1,5,0,0,4,18,2,0,0,F
50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,9,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,6,0,0,0,0,0,0,5,0,0,0,0,F
50594,0,0,0,2,3,0,0,0,0,8,0,4,0,1,0,0,18,1,0,1,0,0,19,25,5,0,0,14,4,2,8,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,2,8,3,0,0,3,16,1,0,0,0,0,22,15,2,2,11,3,2,8,0,3,0,0,F
50595,0,71,132,99,17,30,0,62,48,71,104,118,109,0,35,44,207,193,17,39,34,15,130,411,315,142,178,10,24,78,374,98,52,46,41,0,63,148,109,14,27,0,0,36,94,102,110,120,0,20,8,135,135,122,125,0,30,74,369,304,144,209,58,100,65,457,248,42,82,39,F
50597,6,25,34,49,14,4,0,9,0,18,18,17,10,0,2,0,61,7,20,3,0,7,7,62,29,15,5,0,30,5,40,24,4,0,3,0,9,9,22,0,11,0,0,0,5,3,35,10,3,0,0,2,25,23,12,0,0,1,52,35,24,19,1,30,11,74,38,7,10,0,F
50598,0,0,10,66,5,0,0,4,4,6,29,11,0,0,0,0,18,24,5,5,0,0,0,96,33,0,22,2,5,0,35,36,0,0,0,0,9,8,9,7,6,0,0,4,3,9,15,11,0,0,0,0,15,13,21,10,0,4,46,31,17,0,32,6,2,83,18,0,1,0,F
50599,0,3,0,3,0,17,0,0,0,0,0,8,0,0,0,0,29,6,0,11,0,0,2,41,10,18,8,0,0,5,25,0,0,0,0,0,3,0,18,0,0,0,0,0,26,0,14,26,0,0,0,26,2,0,7,0,0,2,42,14,14,13,0,0,2,21,8,0,0,0,F
50601,0,7,13,52,9,7,0,5,0,41,35,26,15,0,13,22,42,54,8,44,0,11,10,79,47,45,31,20,69,31,129,32,7,22,22,0,11,7,32,3,0,3,0,0,2,72,32,26,0,0,7,20,23,45,46,15,6,3,82,70,41,31,24,22,15,160,68,30,33,8,F
50602,0,22,24,11,0,0,0,0,9,55,15,19,29,0,0,3,12,29,9,7,0,6,17,113,38,38,22,3,21,37,82,17,0,12,6,0,19,22,15,2,3,0,21,0,9,20,33,3,0,0,0,65,24,7,17,0,4,10,102,62,22,26,6,33,3,112,26,0,13,3,F
50603,20,3,1,2,3,0,0,0,0,18,0,0,0,1,6,2,32,8,2,2,0,14,1,38,9,4,1,0,41,2,12,2,0,6,2,0,2,21,0,0,0,0,0,3,9,9,0,2,2,19,0,7,12,11,0,0,0,0,26,26,3,5,0,9,0,49,0,1,8,0,F
50604,0,6,15,18,0,0,0,0,0,57,17,14,0,0,3,0,30,12,4,20,3,0,67,74,33,26,8,26,43,12,69,34,4,4,11,0,15,0,5,3,0,0,0,0,41,13,8,8,0,0,3,18,30,13,24,9,10,0,95,61,20,19,5,45,32,143,36,17,16,3,F
50605,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,3,2,10,0,0,0,6,3,9,3,1,0,0,0,0,7,0,0,0,0,0,2,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,2,0,0,1,9,8,6,0,0,0,0,6,6,0,0,0,F
50606,0,5,26,3,0,0,0,2,0,6,23,2,7,0,0,5,15,2,15,0,0,4,6,101,47,16,34,3,11,13,42,20,0,0,0,0,27,0,26,0,16,0,0,3,8,5,11,8,2,0,0,7,30,17,1,0,0,8,52,24,7,37,29,18,17,43,1,11,3,0,F
50607,0,0,3,0,0,0,0,0,0,34,1,18,2,0,0,5,20,1,0,0,0,1,2,67,4,21,8,3,3,0,37,2,0,0,0,0,3,3,0,0,0,0,0,7,6,0,17,2,0,0,2,9,0,24,0,9,0,2,27,12,0,23,5,2,2,29,0,2,0,2,F
50609,0,0,0,9,0,0,0,0,1,6,20,0,0,2,13,0,6,8,22,6,0,0,5,28,13,29,0,7,0,4,9,0,0,10,0,0,0,2,10,0,0,0,0,0,6,9,0,2,0,0,0,11,8,0,10,0,1,0,9,20,35,8,0,0,0,9,4,0,9,0,F
50611,0,7,7,8,0,0,0,2,1,3,10,0,0,0,0,0,5,14,0,0,0,0,0,22,26,12,7,0,4,2,18,2,0,0,0,0,2,2,2,1,0,0,0,0,2,1,7,5,0,0,0,1,8,0,9,0,0,0,25,39,3,3,0,0,0,9,0,0,1,0,F
50612,0,4,0,0,0,0,0,0,0,11,9,0,0,0,0,0,16,0,9,14,0,0,0,8,24,0,6,10,0,0,9,9,0,0,9,0,0,0,0,12,0,0,0,0,16,0,9,0,0,0,0,8,0,0,17,0,0,0,10,4,25,0,8,0,0,33,10,9,0,0,F
50613,49,86,628,3494,482,641,11,0,121,327,638,244,1126,146,3,134,445,306,212,564,261,86,161,1164,815,205,1128,748,147,57,651,363,60,350,439,0,28,459,5271,341,588,50,0,18,217,574,292,851,327,0,29,176,404,311,661,378,111,115,1089,659,400,1131,793,166,213,1166,511,140,447,354,F
50616,5,65,156,113,17,7,0,32,55,123,149,113,91,0,8,4,204,178,55,132,0,0,86,562,219,113,164,154,72,108,526,148,38,32,30,5,106,165,77,0,28,0,29,95,170,105,109,46,1,7,33,162,151,78,48,31,30,40,576,348,224,98,129,77,68,755,243,14,119,30,F
50619,0,17,33,14,4,3,0,4,14,39,24,30,3,0,0,18,59,54,12,15,0,12,16,252,72,21,13,14,30,25,83,13,0,11,10,0,1,54,28,4,5,0,0,7,40,60,47,7,4,0,0,58,10,5,27,3,5,3,243,59,57,46,0,18,28,95,36,2,16,10,F
50620,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,12,3,0,0,0,0,0,0,0,2,F
50621,0,0,0,11,0,2,0,0,8,20,16,10,2,2,0,4,5,41,2,26,13,4,8,73,45,71,53,17,4,6,62,28,0,6,3,0,11,9,22,13,0,0,0,7,13,20,0,15,0,0,0,0,17,9,24,17,0,14,52,56,51,59,8,22,9,70,35,15,11,0,F
50622,0,30,13,22,27,0,19,4,0,45,32,7,94,19,0,0,30,38,52,34,5,3,12,204,74,54,53,60,22,23,97,45,3,25,6,0,0,1,43,12,24,0,3,0,10,22,50,61,25,0,0,58,54,11,69,19,0,0,159,87,82,74,52,20,0,160,39,28,20,5,F
50624,0,10,26,17,9,12,0,0,0,18,15,4,27,4,0,0,23,7,46,47,31,0,12,102,42,50,55,8,24,0,59,13,4,14,11,0,9,7,56,20,17,0,0,0,4,12,5,48,3,0,1,45,29,12,55,44,0,8,36,85,52,43,9,33,0,58,35,6,3,5,F
50625,4,4,19,3,0,0,0,5,0,53,13,2,0,0,0,0,34,7,2,10,3,2,8,132,19,0,19,0,21,12,69,17,1,4,0,0,12,5,0,2,0,0,0,0,27,34,8,6,1,4,0,13,36,2,3,0,0,3,34,10,15,22,0,8,2,94,13,15,0,0,F
50626,0,13,16,25,9,4,0,0,0,37,8,23,15,3,0,7,34,49,0,17,0,4,18,125,74,41,22,16,7,9,67,9,0,0,0,0,1,3,17,4,0,0,0,0,20,8,11,9,10,0,10,26,19,23,41,3,0,8,133,52,34,46,14,4,26,49,6,5,0,0,F
50627,0,28,35,7,7,0,0,5,20,54,12,24,8,0,10,13,121,27,16,7,11,19,5,184,122,32,80,71,30,18,84,82,26,9,75,0,15,37,0,8,0,0,0,1,33,10,29,22,0,0,16,39,41,52,31,7,0,9,164,131,104,106,28,49,24,207,71,35,9,34,F
50628,0,0,35,33,4,0,0,13,19,9,0,16,5,0,7,3,17,25,0,4,9,6,5,139,57,16,2,0,5,5,118,9,0,4,0,5,0,8,0,0,0,0,15,13,11,4,32,0,0,5,0,33,45,13,0,1,3,0,98,61,12,8,0,24,12,72,28,11,12,6,F
50629,29,3,31,25,17,0,0,0,0,21,53,49,23,2,0,0,32,27,11,61,0,35,8,95,74,43,2,4,21,18,134,16,0,7,5,0,10,19,16,3,0,4,0,0,20,41,30,33,6,0,0,12,44,24,29,28,34,5,94,78,25,38,5,23,24,127,17,0,31,0,F
50630,0,0,29,47,8,6,0,0,23,46,42,20,10,0,0,27,78,10,22,17,5,8,22,99,62,24,15,0,31,16,48,11,10,7,8,0,0,38,31,15,22,0,8,0,37,16,29,23,0,0,0,17,29,23,17,7,3,6,98,40,31,43,3,9,14,71,56,5,12,3,F
50632,0,4,17,4,0,6,0,0,0,8,29,17,3,0,0,0,24,35,5,2,0,0,5,135,41,11,26,0,3,3,21,16,0,0,2,0,0,31,8,7,6,0,0,0,18,19,24,2,0,0,0,7,11,2,19,12,0,8,68,42,30,22,0,0,0,34,13,0,2,0,F
50633,0,3,6,16,0,0,0,0,0,1,0,0,10,0,0,3,14,3,2,0,0,0,4,20,3,1,9,21,2,0,14,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,24,0,0,9,20,4,0,12,0,0,11,2,8,13,0,0,2,8,8,0,3,0,F
50634,0,0,3,19,4,0,0,0,0,5,23,17,14,0,0,4,12,2,4,0,0,0,22,31,16,15,4,0,6,2,32,10,2,0,0,0,0,13,18,0,0,0,0,0,28,16,0,10,6,0,0,12,8,9,0,0,3,0,50,47,12,0,3,22,0,53,15,0,0,0,F
50635,0,7,20,0,4,7,0,0,0,12,12,26,9,0,0,3,51,57,13,18,8,0,16,107,54,28,23,16,1,9,136,36,0,26,2,0,0,12,8,14,0,0,0,2,21,16,30,31,0,0,0,22,17,23,22,0,0,0,76,61,36,76,14,15,23,114,36,3,13,6,F
50636,0,1,36,20,0,0,0,0,6,42,12,34,3,0,0,14,23,13,18,28,0,5,13,102,48,38,39,20,27,28,83,18,0,34,15,0,10,5,18,8,12,0,0,0,11,35,20,44,0,4,0,12,32,18,20,8,0,10,99,92,24,45,9,38,14,121,58,0,11,15,F
50638,0,24,14,29,54,21,0,0,0,49,32,38,36,17,0,0,24,72,35,0,0,24,0,194,125,14,27,0,17,36,164,55,6,36,20,20,7,0,10,0,37,0,0,6,19,57,27,48,16,0,0,20,20,43,54,5,5,13,126,89,91,77,13,96,26,216,84,16,37,26,F
